"user_id","treatment","pre_profit","prior_purchases","user_tenure","profit_30d"
145,1,30.965023832799,2,10,32.4556209840784
146,1,12.7196232035043,6,25,25.8496344720194
147,0,26.9768565160105,5,8,21.7580528854355
148,1,4.02169826926385,5,18,-0.525537229574262
149,0,25.9720707573823,4,9,20.2685507343335
150,1,21.4405679165677,4,7,22.4118136767738
151,1,19.7863580473669,1,7,13.3385616067238
152,0,16.2074759912673,5,10,12.7371331191888
153,1,17.5369550137644,7,24,21.6373705754772
154,1,26.097577435617,5,23,34.0020111404686
155,0,8.05363850420878,4,26,7.24358478391576
156,0,17.4894608892516,6,33,25.8145565151587
157,0,29.571702180109,2,29,28.8086197055091
158,0,10.7923854859282,5,10,8.32241050991973
159,1,13.3411663827935,10,13,14.4253059484762
160,0,22.6564995472039,4,11,25.6007023029029
161,1,13.1257261656201,7,25,19.7618618059788
162,0,15.9651445050304,7,26,23.982485538427
163,0,19.0406483000705,8,7,23.0743480117398
164,1,21.7788677055904,3,25,22.3352771026612
165,1,11.2433679466575,5,23,14.6168283865556
166,0,20.0224863495688,8,26,27.5741145727668
167,0,20.13477880647,1,32,16.067508472996
168,1,17.9778249162001,3,20,15.6517555592163
169,0,41.7270926254511,3,24,33.5999186298493
170,1,18.7382465382133,7,9,24.5178820882995
171,1,19.0984867852244,2,23,25.3209570709072
172,1,31.4998908874492,8,14,19.5790765013311
173,0,25.3437282282337,4,6,24.5048831981729
174,0,52.5938326230422,8,27,46.5310946804402
175,1,18.6328547541016,5,1,11.3553446607817
176,1,10.3613502935978,5,26,20.8779260128604
177,1,9.64887683191048,6,17,19.5579423068207
178,1,23.9759262811161,6,29,23.8292241547584
179,1,47.243336656589,5,26,38.7949148100188
180,0,11.6737354724065,1,27,13.7805465209825
181,0,17.8479502240325,2,21,27.3469195031779
182,1,18.0865893176254,6,7,17.709222889515
183,0,36.9073888896735,6,26,32.8652717580781
184,0,11.9498703657513,5,20,5.70645748118232
185,1,53.4815406305278,3,6,53.4912068378745
186,1,11.8014779503247,6,30,27.5104598337523
187,1,14.7147565132634,1,31,20.9395340707873
188,1,16.3350224790296,5,29,14.4505308720043
189,1,32.5575989019992,2,17,30.9281753458159
190,0,17.640572412862,8,20,23.4562672617851
191,1,8.10120958386396,7,35,25.5022364561304
192,0,36.2300315506751,4,25,27.1968472534074
193,0,20.2799372581565,5,33,22.5825622113527
194,0,27.1866239158095,7,2,28.4069628254766
195,1,40.6709334656697,3,4,39.0828029037626
196,1,17.5009737418442,5,10,21.8648341277423
197,1,10.6437346440228,0,33,14.616035299288
198,0,7.77025746639504,6,5,10.0140111667679
199,1,17.3170336259965,6,25,23.2196657377775
200,1,11.2604179616309,2,8,15.0618679904333
201,0,24.0034141020555,6,25,31.1444471112929
202,0,11.6309399529445,6,21,14.1626771308757
203,1,10.0299298712391,4,18,16.3192834498811
204,0,35.3332036090745,4,31,41.3943950647778
205,0,19.2276585146097,3,6,34.2348072925257
206,1,43.2045924607298,6,7,39.3852277861937
207,0,18.8895887529603,2,17,19.1810203471467
208,0,13.4474321420637,3,28,8.82449762220848
209,1,20.7377775234519,4,7,20.9235563553512
210,1,26.4435373361928,6,20,28.9471806862891
211,0,21.9669955481478,4,18,24.7147218576513
212,1,23.0933047171526,13,29,31.372229865483
213,1,12.3147883364104,3,17,15.1045169703845
214,1,12.454415627579,9,33,26.4767598703211
215,1,19.1595434329519,3,2,19.8500499042329
216,1,13.1349595963711,7,2,18.8885913549201
217,0,25.3889080876633,7,13,19.1657607745103
218,1,19.1274987286209,4,24,20.8923923293368
219,1,18.5319837865203,4,3,22.3741618263004
220,0,18.9673715602084,6,18,14.2476333683816
221,1,13.3898002311967,6,2,12.6775447561466
222,0,33.6860192054601,4,12,35.3217933586369
223,1,20.7016738026685,5,13,28.0564518403916
224,1,17.3801611446535,1,6,18.0305681064253
225,0,33.1475001587924,6,16,30.177316592474
226,0,22.0655108064393,4,35,7.2542672431146
227,0,41.8520425899753,4,36,39.7782090530961
228,1,7.30867155166519,4,27,11.4171312029532
229,1,11.4369866556947,6,27,17.7649320823455
230,1,25.4857246803301,5,35,32.7083789365814
231,0,15.3542654155202,5,23,17.3833177245653
232,0,27.8079013685635,4,3,31.9987585598682
233,0,24.4328992471101,8,31,34.2153501080481
234,1,14.2454522291315,6,2,15.6345665570855
235,1,48.5980674698584,5,23,45.689741950064
236,0,30.3541685292021,10,3,32.2362364277306
237,0,13.8042445078829,3,9,13.2432379628095
238,0,13.9366490830504,8,30,19.6387688913012
239,1,23.6064067802784,9,31,29.093983189054
240,0,7.67262568874725,6,30,16.3911469087257
241,1,16.7965948983258,4,9,19.3138236342553
242,1,16.3545388871004,5,36,16.1559386435295
243,0,17.5036777339803,5,34,25.9704206704887
244,1,72.4240407943221,5,22,69.4377040641833
245,0,16.5543302940771,9,28,19.3893197249094
246,1,31.3156596043008,8,29,29.5223313931749
247,0,8.99977176527591,6,33,12.2950438247602
248,1,9.12060437688717,8,19,14.447104196321
249,1,36.8540207205944,6,12,28.9817173585258
250,0,20.0602048707598,4,34,19.125766946316
251,0,17.3403714776819,1,21,16.8126807778087
252,0,14.5729500768668,7,17,12.0154995616964
253,0,16.4785612537076,2,12,16.0793850560506
254,0,13.3222308720504,2,30,17.1671136768396
255,1,15.9517794124238,3,35,27.6957166689004
256,0,25.5211528700281,2,30,22.017649202534
257,0,13.4208303932216,5,25,9.52725768789345
258,0,37.111579004743,9,3,30.2369567935712
259,1,15.7607618510909,6,18,22.2046276912318
260,0,8.00526028661625,5,32,13.7215302196923
261,1,18.913241696776,2,17,16.5750501352908
262,0,25.7559272191263,5,32,20.255111618974
263,1,30.7975395563549,7,26,36.923516689341
264,0,8.66900754843756,7,13,18.0631856877458
265,0,16.5816803162827,14,20,24.7812397628265
266,0,36.7194378825377,4,20,37.1884097363145
267,0,30.9472573774791,7,29,26.7508473013387
268,1,28.5210548684763,3,20,39.3302664743016
269,0,15.7171272105735,3,30,27.1935569545887
270,1,13.8559175650077,5,8,14.25959238634
271,1,21.0935735461813,2,10,23.8229508873292
272,1,26.0610426240623,2,17,24.5576173708188
273,0,16.8342197685644,3,18,16.0701987623888
274,1,18.8002141533243,4,11,25.5919265665619
275,0,32.0229244517318,9,2,25.4935946073322
276,0,29.0872796210128,4,19,25.2000538505018
277,1,18.3117909672707,5,13,10.0629790438555
278,1,14.1259691412664,2,13,21.56077053882
279,1,29.9746687431047,4,31,30.9918185866505
280,1,20.0845737619337,5,30,13.3533074350408
281,0,17.922022998671,7,22,29.0636038369961
282,0,27.5813090366412,3,30,32.1139050719068
283,1,19.2005239407921,9,10,11.5708671141221
284,0,49.1184129884434,8,16,41.671899418425
285,0,10.6481241707794,3,5,13.2400946169655
286,0,10.1524202095594,4,36,11.2566508966661
287,0,10.3906356544767,5,33,15.2082088828776
288,0,50.4118334232449,3,16,54.3413143854986
289,1,15.6433123412484,4,28,14.9846667587689
290,1,23.7054714409298,5,12,28.1298011283557
291,1,10.329413448427,3,28,23.6315506040731
292,1,14.3529247051432,5,2,7.16776062831006
293,0,22.8181841294528,7,12,24.2377621316922
294,1,29.9121408296345,5,6,29.4809423688531
295,0,42.9704492204757,4,16,37.8457681168262
296,0,16.2896296252702,5,15,12.2741573104773
297,0,21.2976709445566,6,19,19.4946412461822
298,0,31.2095239659925,4,3,23.8238668733712
299,0,10.6858249736797,3,33,27.3371358291033
300,0,18.5593317788657,4,33,21.4878653331385
301,1,19.5910487687558,5,11,13.4420615288616
302,1,65.6693176444849,6,36,47.376475353946
303,0,18.2268796383714,1,10,20.1794930220237
304,0,22.8078589778505,9,24,24.2292747170543
305,1,29.5980427424391,3,28,38.4735169912669
306,1,13.5040301415999,1,18,17.5337808328403
307,0,24.5170284775585,7,17,22.4858415573372
308,1,20.5626309665659,5,20,16.573498093426
309,1,11.5351354453937,3,9,15.2840770660787
310,0,17.7526605094725,7,11,22.952704712049
311,0,29.717800840385,5,8,22.5726913921322
312,1,25.848042573552,2,5,26.0235943030265
313,1,30.9999510298496,2,29,28.6556103576426
314,1,16.7356103049416,8,6,20.9099037310335
315,0,11.3378243773895,2,10,20.8316041518815
316,1,29.0591000542941,4,26,22.2555761227699
317,0,8.05469783780411,4,9,12.849711285922
318,0,12.6741104242786,6,11,15.0601312696439
319,0,14.4663333458348,6,6,17.3931558202442
320,1,52.6091292880182,8,32,53.3373869811434
321,0,34.7010134580077,3,12,36.5437481343311
322,0,18.0933161429263,7,19,19.7851855994171
323,1,57.5351118648561,5,27,64.6217712209261
324,1,10.2898804112589,8,32,16.6145759207144
325,0,16.891744788431,9,27,20.1473881921426
326,0,5.56766904527799,1,30,16.5454800607534
327,0,12.4869192326722,4,4,14.6267349441611
328,0,20.2955306450623,2,24,5.22824359718877
329,0,15.9579265976295,5,28,17.2016487076907
330,0,20.8448833805667,6,3,17.4653838410596
331,0,11.5072097622652,5,6,21.7073865540661
332,1,24.9578543861368,3,36,26.5967327575928
333,0,21.1857255333624,5,30,20.9354741188413
334,0,24.3861130329354,4,10,16.3191236865685
335,0,17.7851366159929,6,25,18.5207634158366
336,0,29.3001240501147,8,36,28.2857177396949
337,0,30.0733141827206,3,25,23.8232876874223
338,0,29.5566134999931,5,4,28.6457071968047
339,1,18.4411444484024,7,15,20.7751468073346
340,0,19.2215051244736,5,22,21.4640537384164
341,0,10.8580377278522,3,24,9.43756913095114
342,0,19.0350339949287,4,15,16.1387614969483
343,1,37.9782389852756,5,16,41.8523882356064
344,0,21.9679078617759,2,19,20.9532043412929
345,0,27.7578321181641,7,8,19.907192216447
346,1,20.2686303559995,1,31,26.242725701068
347,0,17.1927796606609,3,16,11.1409155454025
348,0,21.5614367437403,4,9,22.7518080250215
349,1,19.5214669803649,5,11,16.1571143468869
350,1,12.3644112660973,6,30,22.9186947951043
351,1,18.9331684775038,6,10,17.0363822823335
352,0,11.7129669171328,2,34,8.70429623048783
353,1,7.250270902908,4,20,19.8685581759977
354,0,34.9281757195422,1,14,31.012696543265
355,0,40.2632215433985,4,6,36.4400007165589
356,0,43.631558002107,8,18,35.9877826073032
357,1,12.3665094924958,3,2,13.6217630273893
358,1,23.4365582440951,6,8,15.7668566225105
359,1,17.8425535232878,8,11,24.0551802595645
360,1,20.1786388608293,6,21,24.1332098450479
361,1,18.0537537357244,2,7,14.3632883495688
362,1,34.905266597333,7,23,40.3139158279302
363,1,26.9747376829817,6,8,30.6355668826402
364,1,14.3842022344049,6,10,17.5595205603079
365,1,45.6447426167644,5,17,38.6682170605826
366,0,13.2920031530591,3,6,10.6004829536046
367,0,10.9611096094746,2,6,9.13573156310858
368,0,9.89380290299135,8,28,9.96870673399671
369,0,23.2988454220685,3,32,26.8179158385674
370,1,15.4510096118392,2,35,23.6018012165912
371,1,14.902271256756,3,28,18.0456615434183
372,0,7.92956928485946,4,20,8.48303839832076
373,1,13.3197055758243,6,1,22.0043311130355
374,0,19.0754283900242,6,5,14.3092306238876
375,0,9.23895361839394,4,11,8.60061154034869
376,1,10.6234334515964,5,20,13.0856903256305
377,1,10.2603247589597,8,2,13.7256313786026
378,1,25.1748506672558,6,10,22.8255616621713
379,1,28.4423608176931,5,7,26.8704852777928
380,0,10.3476242906621,7,36,15.8877725229993
381,0,26.8245814371076,4,23,22.0103208044547
382,0,11.2695618297862,3,34,12.7168762953359
383,0,32.1579646273868,4,24,37.1530119250052
384,1,16.7563859456233,2,4,18.7031433135037
385,1,29.3469671551793,3,29,38.8307407953456
386,0,27.7657190164178,2,23,15.4957196259262
387,0,21.1549839431985,5,11,30.184292167044
388,1,13.6889508664398,6,33,21.4112096044038
389,1,45.3914459962068,3,3,45.9704726770256
390,0,35.6092544583968,4,33,45.5162498009198
391,0,31.3357326211053,5,30,38.4808535934506
392,0,25.3335093810781,6,34,25.5278370992182
393,1,9.44078231989727,6,2,16.9480975188993
394,0,6.76792938942709,8,20,14.2357173073261
395,0,12.2612595088695,1,14,14.0647545764448
396,1,24.2859817447326,3,25,28.5277758824095
397,1,18.2600991207431,4,7,14.2442381988466
398,1,9.23379475157161,7,35,19.256277960729
399,1,13.1124611094205,6,31,8.64171803044429
400,1,33.9910493913017,3,22,28.5364385033984
401,1,9.530807944957,5,16,4.22280856320752
402,0,13.0947158099963,6,22,13.9891337914764
403,1,13.9420199143821,2,29,17.526781691865
404,0,19.0734957066807,5,33,17.3743460601025
405,1,9.52932795629791,6,31,23.5052331381483
406,1,32.6215289434623,3,8,30.823334079088
407,1,56.4229241792057,5,24,53.4633152494165
408,1,24.1561588839679,7,30,28.9974469813158
409,0,19.7398452245303,7,23,24.0286742697639
410,0,65.6797558994343,7,32,56.5794406877745
411,0,17.8149732705334,6,17,19.535212885624
412,0,14.0831423090506,3,26,10.1866011880725
413,1,21.5438201531235,3,23,25.8158353354129
414,0,31.0026480376731,5,26,37.1116129892954
415,0,30.7841595134386,6,36,28.9583255702135
416,0,18.8554961233904,11,8,28.4443948413738
417,0,28.4743302246311,4,15,22.0200852899692
418,0,13.8027222779443,3,36,18.5667200126434
419,0,27.8339118595193,6,3,25.0549228822931
420,0,14.6300452968489,4,33,24.7482750833856
421,0,27.8771191225091,8,26,20.0540838509253
422,1,20.2046472348969,8,28,18.5047600629734
423,1,13.6849633378126,4,26,21.062088543532
424,1,21.0681895243561,3,17,22.4874091993012
425,1,8.70438602330816,6,23,19.7717756350933
426,0,19.9557435516312,11,10,20.0865413070823
427,1,16.1514040339146,2,8,22.6702513140595
428,1,16.0582050305118,3,1,14.3501350576146
429,0,14.5483697501508,0,16,14.9459350359907
430,0,36.4523184366021,4,2,32.7603956193811
431,1,10.529458848486,1,14,5.301401183885
432,0,15.3966979050447,5,12,19.6177492908953
433,1,10.3101927888315,5,26,16.4328359761239
434,1,15.0048027299672,7,8,18.8098793895867
435,1,12.0940304500947,0,8,15.8874591501067
436,0,13.5851923599327,14,9,25.4526946921437
437,0,14.4746678553394,0,33,21.3814711451749
438,1,13.791792698174,6,3,18.5650074141433
439,0,28.0030549989606,11,2,18.7554130180438
440,0,14.3913189954843,6,1,16.1321655243856
441,1,13.7200512611027,6,9,14.7324720646797
442,1,20.7680867307329,2,7,23.2013751291532
443,0,21.5513077436848,5,13,24.0845087527005
444,1,18.1163512084547,5,29,15.9042896067221
445,1,15.4365124625609,5,20,10.5862796997211
446,0,30.2719260702772,1,14,33.258856898625
447,0,12.5706795594097,8,16,17.279197661087
448,0,40.3693236946276,4,7,22.0752028248902
449,1,21.2053051294359,4,36,27.9774446609134
450,0,19.4531578844169,8,12,16.8027377671123
451,0,12.0071814966837,7,25,23.8616937919742
452,0,30.1839443263503,4,27,32.6868158704015
453,1,9.33441095738282,5,13,9.53374363160337
454,0,15.3951642786127,5,20,10.8148235261233
455,1,23.23865080287,4,10,32.3696984796708
456,0,9.14275987563011,5,30,8.23629652105073
457,1,14.7107587603341,3,12,18.5241850491896
458,1,36.2266528488646,5,8,40.3155384276258
459,0,40.6273985316213,1,7,36.9821905503771
460,0,13.2823170768691,5,15,18.0111656984337
461,1,40.0224937164184,5,19,45.8047284124031
462,0,14.3067350613885,2,23,17.7294488842347
463,0,42.1173084246567,2,35,36.1660848389523
464,0,15.9872038890352,4,6,28.6241148869506
465,0,11.2561693081897,4,7,10.1299704244818
466,0,59.4674723105904,4,4,46.0531174518484
467,0,15.5798569456987,2,10,14.2505661992361
468,1,21.7532609364315,6,17,28.4498200525323
469,1,33.1049744052422,5,8,24.3936808715469
470,0,25.6520726416965,5,3,22.4499643769308
471,0,18.4498105231594,8,14,22.6566528275359
472,0,13.0855899745613,3,28,14.5531056771783
473,0,7.31550412460122,7,6,15.3317008344683
474,1,27.901283275205,7,9,31.4970441613078
475,1,18.1516527301502,3,33,21.4993685249122
476,0,17.3761992104576,8,19,13.2805185878299
477,0,21.1135669366228,1,34,26.0222440596593
478,0,26.1244797052701,2,1,21.6325317362138
479,1,32.6099562735103,4,28,36.3285818167123
480,1,17.0202987486186,5,30,18.6523976715168
481,0,14.884530108797,3,4,13.4916109914203
482,0,21.2452202477964,3,26,26.272638521716
483,1,16.0515484852459,4,11,18.782072210858
484,1,31.9772336266642,4,5,36.2029067034855
485,1,28.4765058952579,6,36,30.3703228102877
486,0,14.7347383554942,6,19,18.2965562362743
487,1,44.1937346262876,5,35,40.4017977230804
488,0,30.373111447527,7,33,31.3030652747022
489,0,20.9844595712426,11,5,17.9999583352834
490,1,19.4515397603218,6,23,31.4727571225214
491,1,12.2689131792102,5,25,19.1335035663213
492,1,15.9749064025139,4,21,10.607730419568
493,0,14.4914522121283,7,5,16.9182980080053
494,1,28.3377500123852,8,12,33.2433862358244
495,1,19.8545840354009,3,2,31.4419527755282
496,0,10.4501181746717,7,18,14.6663940450074
497,1,12.6602168337306,4,4,21.70708167252
498,1,20.3667857429422,3,23,22.7958164476474
499,1,11.7293914825154,7,8,16.509344064765
500,1,15.2686839397177,6,1,17.8063428790236
501,1,13.9357219312958,6,11,16.6514895837249
502,1,23.0916708544792,2,11,18.8814891928162
503,0,51.9215813593304,2,15,44.2944237802104
504,0,21.3963079393327,8,15,16.2654011534182
505,0,14.0987515171192,4,15,15.6947731725946
506,0,10.3624663136065,5,15,7.27652230254275
507,1,10.9586500259135,5,25,18.3524927296787
508,0,38.8265183767056,7,36,31.449794382757
509,1,19.3122738235593,4,3,23.3771902682584
510,0,36.1752704578389,6,7,26.3417289681243
511,1,35.8540858966138,4,4,32.1782970593774
512,1,41.12350763212,5,24,38.3362913251752
513,0,8.86522319732498,2,4,3.71477923762356
514,0,6.36462170363972,7,3,12.7139328648032
515,1,20.1326392363952,8,11,35.0746809219699
516,1,10.3340200797469,3,10,10.7255728223335
517,1,29.6431124720413,7,29,31.5306541093447
518,0,25.2247564901397,2,23,21.3765404678966
519,1,21.1135135369408,7,5,14.1403643204353
520,1,19.6571547524777,3,24,20.4016954388647
521,1,27.5845482985356,5,32,30.4506153954961
522,1,30.7975531596277,5,25,27.1890301587331
523,0,34.761208742606,7,11,36.6161798648576
524,1,19.9661379651833,4,10,19.1245884160307
525,1,11.129740550521,6,15,20.6966863515163
526,1,20.6635999957418,4,31,30.6383813500545
527,0,29.361475633018,5,10,36.1250560537915
528,1,18.0898647340113,7,24,30.2811076877983
529,0,15.817598396872,3,35,26.9942168269975
530,1,20.4741984919589,4,10,28.072374492102
531,0,19.5063556077655,2,8,20.8477827795085
532,0,14.1663238435664,7,32,15.3198931266429
533,0,16.4895844286242,6,7,20.3318490674996
534,1,26.1047387898278,3,17,28.9385629374589
535,0,32.0547452922852,7,20,36.8340482477615
536,1,32.0775950709107,4,33,30.5698451792689
537,1,15.5223808176297,4,10,14.0976014603692
538,0,13.3584870541902,3,10,15.1440154892771
539,1,7.45678448398007,3,2,11.8785024598339
540,1,9.59161934297365,4,15,16.1062491291621
541,0,14.2295552098778,7,23,24.5008454376989
542,1,36.7781872831896,2,35,36.3246006434969
543,1,10.652999367395,3,2,11.5723309175334
544,0,12.83088987063,6,6,11.8758454723661
545,0,8.53577786570744,4,9,15.644691230934
546,1,25.0796140443046,8,23,39.1293648440021
547,0,6.39460315119253,5,25,9.75451476393598
548,1,35.9876910289923,5,15,38.1520954730894
549,0,8.12700242856431,7,22,12.672088723528
550,0,29.9568366404352,9,8,29.6324162301767
551,0,10.2991801336825,1,29,14.2354363259605
552,0,18.2552701326154,2,21,24.7783744328057
553,0,11.2354476139523,6,9,16.0771688491004
554,1,20.7886033774116,3,34,21.5871211347251
555,1,18.5821556727086,3,11,16.296495858911
556,1,24.9435303982223,6,4,23.2352991476657
557,1,14.7866547594051,4,7,21.1479463584391
558,1,15.3452806548138,6,11,12.1520787224628
559,1,11.8722312398277,5,33,21.993097290529
560,1,11.264660719689,6,11,12.285504650102
561,1,11.7043447326077,5,21,17.1054113826969
562,1,39.5385028273121,9,10,39.6497762311598
563,0,61.5346652518962,5,3,55.3491340618391
564,1,19.6439324513988,9,35,25.6760278918412
565,1,29.1889127618732,3,34,31.420029638549
566,1,17.1587555554504,2,28,25.9496467087114
567,0,10.9807680870518,6,13,19.2941548958885
568,1,17.5059542223479,4,8,18.9635328970531
569,1,34.401205361937,6,2,31.6120275001415
570,1,11.8226218828372,2,6,10.6520915602704
571,1,36.0063627211932,4,23,33.8383363355322
572,1,27.986786274989,3,17,32.1607654825332
573,0,20.7352179035715,6,32,30.0072506928291
574,1,22.1945587428006,5,14,32.3361618275531
575,1,32.6036506000749,8,7,23.382509611361
576,1,13.9618880585923,6,13,20.2950192751229
577,0,22.5296467477053,6,8,16.1629166416509
578,0,9.57565033911159,3,11,17.6076866335178
579,0,14.8899226731994,7,17,14.1715757847161
580,0,15.5620930409921,6,7,16.5270857834995
581,0,11.3094953898975,6,19,14.5303558001078
582,0,10.3413715163542,3,15,16.2275058040342
583,1,44.1406625589683,7,14,43.2370350858312
584,0,21.7431785568134,5,26,20.9245807644878
