store_id,period,state,urban,pre_treatment_sales,cohort,relative_period,treated,sales
16,10,CE,0,6.85964556839891,5,5,1,13.628236167574917
16,11,CE,0,6.85964556839891,5,6,1,9.117674783184237
16,12,CE,0,6.85964556839891,5,7,1,5.872749095120142
17,1,RN,1,9.23713636059228,0,NA,0,10.125126734382938
17,2,RN,1,9.23713636059228,0,NA,0,19.402164963245035
17,3,RN,1,9.23713636059228,0,NA,0,10.963253267347763
17,4,RN,1,9.23713636059228,0,NA,0,15.019477658120415
17,5,RN,1,9.23713636059228,0,NA,0,21.379016833180625
17,6,RN,1,9.23713636059228,0,NA,0,18.557535880802302
17,7,RN,1,9.23713636059228,0,NA,0,16.858485951720176
17,8,RN,1,9.23713636059228,0,NA,0,22.931225202130385
17,9,RN,1,9.23713636059228,0,NA,0,22.71943375667196
17,10,RN,1,9.23713636059228,0,NA,0,19.58866118662958
17,11,RN,1,9.23713636059228,0,NA,0,21.61286132298617
17,12,RN,1,9.23713636059228,0,NA,0,24.48959347697609
18,1,RN,1,10.789019687177758,7,-6,0,12.702375479544253
18,2,RN,1,10.789019687177758,7,-5,0,7.035044941052314
18,3,RN,1,10.789019687177758,7,-4,0,17.294137981385532
18,4,RN,1,10.789019687177758,7,-3,0,20.327756496172267
18,5,RN,1,10.789019687177758,7,-2,0,18.776185022610015
18,6,RN,1,10.789019687177758,7,-1,0,14.646640797993431
18,7,RN,1,10.789019687177758,7,0,1,23.437279814394483
18,8,RN,1,10.789019687177758,7,1,1,32.317323731935154
18,9,RN,1,10.789019687177758,7,2,1,33.10705099229577
18,10,RN,1,10.789019687177758,7,3,1,31.17012647415558
18,11,RN,1,10.789019687177758,7,4,1,36.31692449356428
18,12,RN,1,10.789019687177758,7,5,1,40.13800192524341
19,1,BA,1,11.300183279757087,5,-4,0,14.275341447410732
19,2,BA,1,11.300183279757087,5,-3,0,20.51993278542766
19,3,BA,1,11.300183279757087,5,-2,0,21.072197422203622
19,4,BA,1,11.300183279757087,5,-1,0,25.414997898969645
19,5,BA,1,11.300183279757087,5,0,1,32.91885297755115
19,6,BA,1,11.300183279757087,5,1,1,31.03632854011841
19,7,BA,1,11.300183279757087,5,2,1,32.64474512331469
19,8,BA,1,11.300183279757087,5,3,1,31.367169744378415
19,9,BA,1,11.300183279757087,5,4,1,31.312438686891625
19,10,BA,1,11.300183279757087,5,5,1,37.868526005088135
19,11,BA,1,11.300183279757087,5,6,1,38.71052087512246
19,12,BA,1,11.300183279757087,5,7,1,42.78496049180898
20,1,BA,1,9.590328013244337,5,-4,0,7.701110825386336
20,2,BA,1,9.590328013244337,5,-3,0,10.115120309678336
20,3,BA,1,9.590328013244337,5,-2,0,5.415426923231466
20,4,BA,1,9.590328013244337,5,-1,0,2.3768106165815137
20,5,BA,1,9.590328013244337,5,0,1,6.006951095609336
20,6,BA,1,9.590328013244337,5,1,1,9.022861657552163
20,7,BA,1,9.590328013244337,5,2,1,14.767219683366443
20,8,BA,1,9.590328013244337,5,3,1,16.28049203341772
20,9,BA,1,9.590328013244337,5,4,1,15.108460664366248
20,10,BA,1,9.590328013244337,5,5,1,15.13123656492714
20,11,BA,1,9.590328013244337,5,6,1,30.88412628419244
20,12,BA,1,9.590328013244337,5,7,1,33.34427801821113
21,1,RN,1,8.804860042408572,7,-6,0,20.535965401136757
21,2,RN,1,8.804860042408572,7,-5,0,20.04301624763381
21,3,RN,1,8.804860042408572,7,-4,0,16.341799890654954
21,4,RN,1,8.804860042408572,7,-3,0,22.724460841171748
21,5,RN,1,8.804860042408572,7,-2,0,22.24920295007865
21,6,RN,1,8.804860042408572,7,-1,0,28.018592064152774
21,7,RN,1,8.804860042408572,7,0,1,37.61603037714956
21,8,RN,1,8.804860042408572,7,1,1,32.42296251759013
21,9,RN,1,8.804860042408572,7,2,1,29.667686119309373
21,10,RN,1,8.804860042408572,7,3,1,34.925726618102324
21,11,RN,1,8.804860042408572,7,4,1,29.943609489656673
21,12,RN,1,8.804860042408572,7,5,1,35.289043544226736
22,1,PE,1,7.514991126770486,7,-6,0,16.628082094353296
22,2,PE,1,7.514991126770486,7,-5,0,13.83668132344414
22,3,PE,1,7.514991126770486,7,-4,0,17.334938434734035
22,4,PE,1,7.514991126770486,7,-3,0,20.01753198798658
22,5,PE,1,7.514991126770486,7,-2,0,12.627565001955123
22,6,PE,1,7.514991126770486,7,-1,0,20.435570327016137
22,7,PE,1,7.514991126770486,7,0,1,24.994729377555906
22,8,PE,1,7.514991126770486,7,1,1,21.772569472687255
22,9,PE,1,7.514991126770486,7,2,1,23.978159491395786
22,10,PE,1,7.514991126770486,7,3,1,17.504655342865846
22,11,PE,1,7.514991126770486,7,4,1,20.50593936202506
22,12,PE,1,7.514991126770486,7,5,1,24.187709382955532
23,1,CE,0,8.341332073367226,7,-6,0,10.809794986393223
23,2,CE,0,8.341332073367226,7,-5,0,11.648011074904725
23,3,CE,0,8.341332073367226,7,-4,0,12.896634927602266
23,4,CE,0,8.341332073367226,7,-3,0,12.477703663457003
23,5,CE,0,8.341332073367226,7,-2,0,12.817415574909573
23,6,CE,0,8.341332073367226,7,-1,0,16.80089572444526
23,7,CE,0,8.341332073367226,7,0,1,30.57962443633142
23,8,CE,0,8.341332073367226,7,1,1,26.88125345105003
23,9,CE,0,8.341332073367226,7,2,1,27.505396042648428
23,10,CE,0,8.341332073367226,7,3,1,28.526819632948975
23,11,CE,0,8.341332073367226,7,4,1,27.135552303124957
23,12,CE,0,8.341332073367226,7,5,1,19.108013645993214
24,1,CE,0,5.732236150710375,0,NA,0,10.849309482959205
24,2,CE,0,5.732236150710375,0,NA,0,13.798636278581748
24,3,CE,0,5.732236150710375,0,NA,0,13.578703810415577
24,4,CE,0,5.732236150710375,0,NA,0,7.499879174419567
24,5,CE,0,5.732236150710375,0,NA,0,13.542308602757636
24,6,CE,0,5.732236150710375,0,NA,0,12.790467265416552
24,7,CE,0,5.732236150710375,0,NA,0,10.027699885131431
24,8,CE,0,5.732236150710375,0,NA,0,13.92552337439918
24,9,CE,0,5.732236150710375,0,NA,0,5.244463033399016
24,10,CE,0,5.732236150710375,0,NA,0,2.2113655071001164
24,11,CE,0,5.732236150710375,0,NA,0,-4.643724032752505
24,12,CE,0,5.732236150710375,0,NA,0,5.940718004109176
25,1,BA,0,8.471831631575514,7,-6,0,18.042380314290384
25,2,BA,0,8.471831631575514,7,-5,0,23.15567047942023
25,3,BA,0,8.471831631575514,7,-4,0,21.263323606986535
25,4,BA,0,8.471831631575514,7,-3,0,16.458318867832162
25,5,BA,0,8.471831631575514,7,-2,0,15.99311936603215
25,6,BA,0,8.471831631575514,7,-1,0,26.524085470000625
25,7,BA,0,8.471831631575514,7,0,1,32.0893919175916
25,8,BA,0,8.471831631575514,7,1,1,22.53134659516689
25,9,BA,0,8.471831631575514,7,2,1,22.28216444269758
25,10,BA,0,8.471831631575514,7,3,1,24.304383402783007
25,11,BA,0,8.471831631575514,7,4,1,32.87315546434693
25,12,BA,0,8.471831631575514,7,5,1,24.33500677795338
26,1,CE,1,8.654748693606317,5,-4,0,15.60980643210235
26,2,CE,1,8.654748693606317,5,-3,0,13.675094102630263
26,3,CE,1,8.654748693606317,5,-2,0,12.37466446541902
26,4,CE,1,8.654748693606317,5,-1,0,12.980045565591212
26,5,CE,1,8.654748693606317,5,0,1,19.22450464141151
26,6,CE,1,8.654748693606317,5,1,1,33.035123052673235
26,7,CE,1,8.654748693606317,5,2,1,23.36511196143963
26,8,CE,1,8.654748693606317,5,3,1,19.159627602101587
26,9,CE,1,8.654748693606317,5,4,1,33.046583758893384
26,10,CE,1,8.654748693606317,5,5,1,25.982376207518136
26,11,CE,1,8.654748693606317,5,6,1,26.99843718940423
26,12,CE,1,8.654748693606317,5,7,1,34.14671859213968
27,1,PE,1,7.964193395734719,5,-4,0,9.132831548989017
27,2,PE,1,7.964193395734719,5,-3,0,16.173656106787472
27,3,PE,1,7.964193395734719,5,-2,0,14.550165848388385
27,4,PE,1,7.964193395734719,5,-1,0,12.7453943038645
27,5,PE,1,7.964193395734719,5,0,1,9.403618019214054
27,6,PE,1,7.964193395734719,5,1,1,13.685269262136377
27,7,PE,1,7.964193395734719,5,2,1,16.404204658910352
27,8,PE,1,7.964193395734719,5,3,1,20.966431234219893
27,9,PE,1,7.964193395734719,5,4,1,24.964255544227672
27,10,PE,1,7.964193395734719,5,5,1,19.407589349973897
27,11,PE,1,7.964193395734719,5,6,1,30.221312425732798
27,12,PE,1,7.964193395734719,5,7,1,30.18497160729728
28,1,RN,0,7.167516424570176,9,-8,0,14.632754517923248
28,2,RN,0,7.167516424570176,9,-7,0,12.603675634383361
28,3,RN,0,7.167516424570176,9,-6,0,12.744723744888748
28,4,RN,0,7.167516424570176,9,-5,0,20.278478086111146
28,5,RN,0,7.167516424570176,9,-4,0,14.367599098737815
28,6,RN,0,7.167516424570176,9,-3,0,22.79321869853898
28,7,RN,0,7.167516424570176,9,-2,0,15.716501480860973
28,8,RN,0,7.167516424570176,9,-1,0,7.617184256768637
28,9,RN,0,7.167516424570176,9,0,1,15.545006781259284
28,10,RN,0,7.167516424570176,9,1,1,15.730616468169174
28,11,RN,0,7.167516424570176,9,2,1,23.606395666516196
28,12,RN,0,7.167516424570176,9,3,1,25.118356914673907
29,1,PE,0,6.124566342966293,11,-10,0,5.070905880446789
29,2,PE,0,6.124566342966293,11,-9,0,4.375878791941494
29,3,PE,0,6.124566342966293,11,-8,0,0.786259761353822
29,4,PE,0,6.124566342966293,11,-7,0,10.215591967134877
29,5,PE,0,6.124566342966293,11,-6,0,9.099679884969747
29,6,PE,0,6.124566342966293,11,-5,0,4.976319998246666
29,7,PE,0,6.124566342966293,11,-4,0,2.434580024279958
29,8,PE,0,6.124566342966293,11,-3,0,3.868504497095448
29,9,PE,0,6.124566342966293,11,-2,0,4.932761967623714
29,10,PE,0,6.124566342966293,11,-1,0,8.630624690460047
29,11,PE,0,6.124566342966293,11,0,1,4.794708055273529
29,12,PE,0,6.124566342966293,11,1,1,12.421317510507844
30,1,PB,0,5.540538411237448,9,-8,0,8.985050248252309
30,2,PB,0,5.540538411237448,9,-7,0,5.8544509526842035
30,3,PB,0,5.540538411237448,9,-6,0,0.4229932783860946
30,4,PB,0,5.540538411237448,9,-5,0,-2.5583435165756043
30,5,PB,0,5.540538411237448,9,-4,0,5.276206485804026
30,6,PB,0,5.540538411237448,9,-3,0,7.812832615476419
30,7,PB,0,5.540538411237448,9,-2,0,-1.215614541935559
30,8,PB,0,5.540538411237448,9,-1,0,10.534126355996754
30,9,PB,0,5.540538411237448,9,0,1,-0.51454725067551
30,10,PB,0,5.540538411237448,9,1,1,8.873758269589937
30,11,PB,0,5.540538411237448,9,2,1,-1.8397111211060828
30,12,PB,0,5.540538411237448,9,3,1,-5.797045575401953
31,1,CE,0,8.27420543996179,5,-4,0,19.01824031000192
31,2,CE,0,8.27420543996179,5,-3,0,18.452009506720664
31,3,CE,0,8.27420543996179,5,-2,0,16.044916487858735
31,4,CE,0,8.27420543996179,5,-1,0,11.505551612283565
31,5,CE,0,8.27420543996179,5,0,1,11.76761174420816
31,6,CE,0,8.27420543996179,5,1,1,9.517714741838606
31,7,CE,0,8.27420543996179,5,2,1,15.471994262263559
31,8,CE,0,8.27420543996179,5,3,1,13.254181322538852
31,9,CE,0,8.27420543996179,5,4,1,16.65204119124847
31,10,CE,0,8.27420543996179,5,5,1,24.841260969920622
31,11,CE,0,8.27420543996179,5,6,1,25.75627894697577
31,12,CE,0,8.27420543996179,5,7,1,20.405415207228483
32,1,RN,1,10.070120097227113,0,NA,0,20.965060921609336
32,2,RN,1,10.070120097227113,0,NA,0,6.168015373594658
32,3,RN,1,10.070120097227113,0,NA,0,13.050312036014065
32,4,RN,1,10.070120097227113,0,NA,0,12.7981647401446
32,5,RN,1,10.070120097227113,0,NA,0,16.462899678370142
32,6,RN,1,10.070120097227113,0,NA,0,16.125519010209135
32,7,RN,1,10.070120097227113,0,NA,0,30.588481759016027
32,8,RN,1,10.070120097227113,0,NA,0,32.93243120085842
32,9,RN,1,10.070120097227113,0,NA,0,27.72529262080029
32,10,RN,1,10.070120097227113,0,NA,0,28.13210007662663
32,11,RN,1,10.070120097227113,0,NA,0,30.82364349037953
32,12,RN,1,10.070120097227113,0,NA,0,35.375122856351396
33,1,CE,0,7.307038005525613,7,-6,0,15.599829245951565
33,2,CE,0,7.307038005525613,7,-5,0,2.1293366039292163
33,3,CE,0,7.307038005525613,7,-4,0,7.630413111861147
33,4,CE,0,7.307038005525613,7,-3,0,1.743149075142382
33,5,CE,0,7.307038005525613,7,-2,0,13.493626587764407
33,6,CE,0,7.307038005525613,7,-1,0,14.782894034778682
33,7,CE,0,7.307038005525613,7,0,1,12.32714573358324
33,8,CE,0,7.307038005525613,7,1,1,15.641021836340311
33,9,CE,0,7.307038005525613,7,2,1,8.867911594770908
33,10,CE,0,7.307038005525613,7,3,1,14.696061617227292
33,11,CE,0,7.307038005525613,7,4,1,9.37182535790182
33,12,CE,0,7.307038005525613,7,5,1,8.691526386806856
34,1,RN,0,5.930317700830667,7,-6,0,12.608939062953743
34,2,RN,0,5.930317700830667,7,-5,0,8.3541791412735
34,3,RN,0,5.930317700830667,7,-4,0,9.668350899057133
34,4,RN,0,5.930317700830667,7,-3,0,5.567626950913479
34,5,RN,0,5.930317700830667,7,-2,0,3.6503469660330854
34,6,RN,0,5.930317700830667,7,-1,0,7.850420838663425
34,7,RN,0,5.930317700830667,7,0,1,6.535757878621795
34,8,RN,0,5.930317700830667,7,1,1,17.02357094474407
34,9,RN,0,5.930317700830667,7,2,1,13.432042879138091
34,10,RN,0,5.930317700830667,7,3,1,10.063006884711289
34,11,RN,0,5.930317700830667,7,4,1,6.512871401158501
34,12,RN,0,5.930317700830667,7,5,1,-0.996212933764177
35,1,BA,1,8.61823436081501,0,NA,0,12.408159991363679
35,2,BA,1,8.61823436081501,0,NA,0,19.587620343570904
35,3,BA,1,8.61823436081501,0,NA,0,16.77387824188226
35,4,BA,1,8.61823436081501,0,NA,0,20.0354460770184
35,5,BA,1,8.61823436081501,0,NA,0,15.549473130693364
35,6,BA,1,8.61823436081501,0,NA,0,17.585852354105473
35,7,BA,1,8.61823436081501,0,NA,0,19.226381104970105
35,8,BA,1,8.61823436081501,0,NA,0,13.39542504299657
35,9,BA,1,8.61823436081501,0,NA,0,16.753093088878646
35,10,BA,1,8.61823436081501,0,NA,0,19.00454458952536
35,11,BA,1,8.61823436081501,0,NA,0,23.602607729311778
35,12,BA,1,8.61823436081501,0,NA,0,23.107368462384777
36,1,BA,1,11.505791224969505,5,-4,0,16.35953219626203
36,2,BA,1,11.505791224969505,5,-3,0,14.292034506687157
36,3,BA,1,11.505791224969505,5,-2,0,19.780812612978924
36,4,BA,1,11.505791224969505,5,-1,0,19.63111712058399
36,5,BA,1,11.505791224969505,5,0,1,26.125705027734845
36,6,BA,1,11.505791224969505,5,1,1,26.165265457911932
36,7,BA,1,11.505791224969505,5,2,1,28.37657254057948
36,8,BA,1,11.505791224969505,5,3,1,32.82302578280936
36,9,BA,1,11.505791224969505,5,4,1,38.23332264825923
36,10,BA,1,11.505791224969505,5,5,1,39.69505456986426
36,11,BA,1,11.505791224969505,5,6,1,43.69509078382146
36,12,BA,1,11.505791224969505,5,7,1,42.195651381746636
37,1,CE,0,6.699915463708549,0,NA,0,14.560471624982071
37,2,CE,0,6.699915463708549,0,NA,0,17.129269456303426
37,3,CE,0,6.699915463708549,0,NA,0,11.692720874086037
37,4,CE,0,6.699915463708549,0,NA,0,13.34421876210899
37,5,CE,0,6.699915463708549,0,NA,0,18.204689772583453
37,6,CE,0,6.699915463708549,0,NA,0,9.729747011827218
37,7,CE,0,6.699915463708549,0,NA,0,8.149587482015814
