"engagement","premium","user_activity","ad_free","ticket","age","marketing","shoe_size"
47.0944701888605,1,52.0599860020025,1,1,27.5971351941494,1,0.742169313132763
14.1365461793456,0,46.3894270145133,0,0,32.0529930200529,0,7.78293258603662
78.6735848066784,1,57.5816323569952,1,1,23.334477548166,1,5.28009204100817
35.3806421426503,1,42.7329517292343,1,0,26.894369457353,1,7.92025195900351
-4.31580808097547,1,36.3171895558071,1,0,35.345340774119,1,7.44980184361339
6.7834745515117,0,54.3281802588872,0,0,41.4335813485823,0,8.08968996070325
24.40732004364,0,41.8860682381333,0,0,27.8737226181554,1,3.39525412861258
67.5133058354094,1,64.4410126172125,1,1,31.8724178851437,0,3.46453248057514
1.47136587747881,0,45.6855379738665,0,0,36.0689522165435,0,0.922780746594071
57.2780811369297,1,56.5564788340221,1,1,28.8788941746726,1,4.05137856770307
41.5579898273092,1,53.2192526520395,1,1,30.72783249304,1,9.17776485532522
11.3727496645102,1,42.1616105911962,1,0,33.784018347782,0,6.6294785477221
103.912758871231,1,65.7572751979198,1,1,18.08497206464,1,4.48217103257775
30.2059954969984,0,56.4289930571732,0,0,33.1361437138824,0,5.88225884176791
55.7873169354656,1,50.8976064659961,1,1,25.6525675033538,1,4.35618875082582
32.9486522449592,0,52.7655074729146,0,0,30.5436167072114,0,9.77184353303164
52.3607491893409,1,56.7928881605527,1,1,28.3890111351811,0,5.85817572567612
28.1712654442072,0,50.8983288657908,0,0,29.6174769166515,0,11.6199511634186
-45.5168960876227,0,20.0690991684707,0,0,34.6079176343229,0,3.12155687157065
46.6547055510191,1,52.8488295353066,1,1,31.6100164957784,1,10.6853396845981
42.6686887171119,1,46.3276535725902,1,0,27.4378038983012,1,10.3309049326926
29.4463937660306,0,51.8523056486561,0,0,30.5712347420489,0,3.83427381701767
37.9999816433842,1,55.8182372736551,1,0,34.4865128574033,1,2.23177881259471
55.5344702180714,1,63.9973682729268,1,1,32.6433093212143,1,5.37928425706923
41.0285532970624,1,42.7270794052554,1,0,22.7127376734219,1,5.92639709170908
98.9743905953196,0,63.0254263204414,0,1,15.2246102982801,0,1.54587816819549
38.2678816835928,1,53.3584811975207,1,0,31.8960402597246,1,0.441134568303823
62.5533819458,1,60.3850609869762,1,1,28.1762426343428,0,9.51075461134315
55.4220294221506,1,59.2072856829065,1,0,32.0252209024103,0,0.377391896210611
44.5787374331108,1,57.2087816286686,1,0,31.5687676186166,1,4.69769867509604
8.97108394374553,0,39.5688106143214,0,0,27.6665924552529,1,9.45772358123213
19.5373760791361,0,49.0981361338929,0,0,31.8655299841965,0,10.4162403959781
41.1276349098694,1,56.2351816199954,1,0,32.8850813461375,1,10.4732623379678
6.8335908999247,1,40.4647664222766,1,0,34.8204526715468,1,11.1211880771443
32.7298598767316,1,44.5717118542614,1,0,30.5000488271707,1,9.72034263331443
59.3656701782697,0,55.8099649768168,0,1,25.6277284994377,0,11.0965411886573
58.6656992418979,0,57.6817873783459,0,1,29.0064922576042,0,8.77269137464464
64.2783563380083,0,54.6376758854017,0,1,23.8148043771002,0,5.96161445695907
10.6628421103568,0,41.1422370259032,0,0,30.6876167770698,0,1.62802902515978
39.8803051332783,1,39.0021910135214,1,1,22.8329735776345,1,10.1903159888461
28.6190494883443,0,65.1270700980493,0,0,40.5752504978036,0,9.32951087784022
74.8615497424493,1,52.5792143753203,1,1,20.6102284530544,1,8.58457489963621
42.272041103775,1,50.8844022915959,1,0,29.3897120957013,1,1.56930948514491
7.42732715889051,1,48.7910346246091,1,0,40.1208895380417,1,8.32975466642529
16.5492609527475,0,38.0567110483947,0,0,24.56126820272,0,11.4698690883815
68.9851506390231,1,56.1199689804039,1,1,25.7556019346368,1,2.48067301791161
61.6567385546682,1,47.8286015425348,1,1,19.7156271295671,1,11.3164812969044
62.1486092770498,1,48.1724329366808,1,1,22.4026416640514,1,0.714826449751854
75.7095620511337,1,59.3334632857116,1,1,24.7757641878546,0,7.66041505057365
62.103270265012,0,58.2177311050825,0,1,22.0689229575673,0,11.2487693242729
65.4681039579762,1,63.9211637593427,1,1,31.881148576918,1,9.11019032914191
10.6487238421328,1,45.2382607694533,1,0,37.362697259681,1,1.60431836172938
59.5867463935868,0,56.503485607263,0,0,25.7269470597535,0,4.41254958696663
80.4484672818123,1,63.9111045639,1,1,24.3609007685949,1,10.0865898169577
3.50859652679229,1,38.892111205521,1,0,35.8461042541121,1,10.5882609123364
30.0854169054421,0,41.3920741312216,0,0,22.6477534853985,1,5.65861488506198
13.5832807231191,1,38.6826131914623,1,0,31.743920653484,1,3.80515299551189
-12.6159425495338,0,35.407860004976,0,0,33.8602210996322,0,8.44464596640319
8.98242488126436,0,50.7998255324116,1,0,40.2671270774826,0,0.729190609417856
43.5805765509083,1,56.5320433964919,1,0,32.3392504440375,1,3.24090625438839
65.980647651144,0,62.0096537559849,0,1,25.8518550295304,0,3.81697757262737
43.2935009687297,1,60.4475108716773,1,1,36.7326317561974,1,7.53673313464969
40.4173235097975,0,39.9679135316015,0,0,21.900603766559,0,8.99811686296016
65.2476665866351,1,68.4848190167275,1,1,32.7306565453183,0,11.4621250899509
11.3773849425771,0,43.3322659124218,0,0,30.4554490902978,1,9.30071438569576
65.3607832452038,0,51.0551381245607,0,1,18.4310004288016,1,4.71652121376246
33.4884807238724,1,45.7774411813114,1,0,29.6600313416502,1,1.74265500996262
23.0506502239888,0,48.7764982804503,0,0,31.9907664222471,0,3.84720531105995
35.4480517565934,0,51.881930345015,0,0,30.0809390846077,0,10.8643797626719
-1.30991195452804,0,51.1916095799701,0,0,37.7100319330087,0,1.58292940445244
49.9306181918646,1,49.749074491326,1,0,27.7446442114218,1,6.4673107964918
53.5171479714369,0,51.0807272794203,0,0,23.0636559195914,0,5.94227432180196
37.7600115469665,1,45.1456476415333,1,1,28.5849141035441,1,5.25892473198473
16.4120330747257,0,44.957828693121,0,0,30.8667226386217,1,7.29503480996937
49.8396234670392,1,33.3890092008519,1,1,18.1709005518316,1,10.7903500562534
39.4969664307792,1,46.1766627312618,1,0,28.0888392418245,1,8.29706838726997
5.89526432607199,0,44.873497421222,1,0,33.1927999398254,1,11.8695286726579
87.6293176296745,1,77.018910003448,1,1,29.5316088961969,1,8.35450866725296
0.835288418643675,1,36.3788376881028,1,0,32.9622035822372,1,8.7127983905375
8.23066493473278,0,51.3725621855861,1,0,37.685809909208,0,1.65662047639489
37.5729706233229,1,35.0637493268371,1,1,20.8760861717017,1,0.57038533128798
-22.9373112201153,0,35.295642585632,0,0,37.1004316076906,0,3.85480719711632
20.2059792906878,0,51.2470238619701,0,0,33.6219618931524,0,9.32388184312731
-4.65538269945308,1,40.0336086511596,1,0,36.9297029891039,1,4.46564834285527
25.0519400146361,1,49.9817738569529,1,0,33.3636014880267,1,3.22135730646551
22.3364510166573,0,45.7174111857418,0,0,30.4565009593306,0,1.74043107591569
-9.32299831945954,0,43.863283935505,0,0,39.5149513482082,0,6.97780951112509
2.19224602865837,1,29.7532215458089,1,0,28.9566747407299,1,9.09720319602638
46.1294727386955,1,37.7525204964001,1,0,20.0228189641581,1,1.51259184256196
29.2830002704988,0,51.7951644111794,0,0,30.2584387828191,0,7.60956374835223
80.917334162148,1,55.6762059442353,1,1,20.3003835099214,1,8.73646543454379
3.76015658343569,0,45.0712264644653,0,0,36.9850921704086,0,1.28223523870111
57.6444668008871,1,50.0006288406535,1,1,22.8157797262946,0,10.0984707204625
39.5656537285238,1,61.2288964337997,1,0,35.9977125041139,1,10.7446661107242
83.3770302013479,1,64.3985574297619,1,1,26.3904985832882,1,7.12299516890198
20.647987533288,1,39.0288623159418,1,0,28.2209469335876,1,10.0775534547865
-1.10602876385384,0,48.8268043974982,0,0,37.4343625770189,0,11.5894550308585
50.4708127151908,0,62.014984009197,0,0,32.3877468069782,0,0.0606494229286909
52.4895001096509,1,45.302704194337,1,1,23.1488787916075,1,0.477913328446448
34.5109243577754,0,49.47530515061,1,0,29.1144052123859,0,2.96578361280262
31.9635140666352,0,49.1389270176291,0,0,28.3372044542768,0,6.79779980890453
44.1578739181977,1,41.1232098209357,1,0,25.5489051192516,0,1.12016829941422
20.2381370153006,1,45.5531599511526,1,0,33.2035820404497,1,4.14367915224284
0.484433924794319,1,49.7055512091176,1,0,43.1867574118684,1,11.7676759455353
48.3394243183887,1,45.8613115094208,1,0,24.4965072053542,0,11.7778887441382
61.5433458401184,1,61.133860233682,1,1,28.9596485749348,1,8.04311671759933
-7.5607889392062,0,45.1900715834602,1,0,43.3806280855811,0,5.70297480560839
18.8703397413139,0,45.6683096739927,1,0,31.0470524026188,0,4.93584794830531
59.8547609283003,1,56.968625765521,1,1,28.2763746035074,1,7.70323162525892
11.1395277273589,0,39.4363158682909,0,0,29.977329823883,0,8.70963718928397
64.1337328751247,1,49.5930152484879,1,1,21.6568639173836,1,5.00616427045316
14.6144821007327,1,34.4845517765241,1,0,29.2769595474539,1,5.36755876522511
76.8573891934523,0,61.6716954923568,0,1,24.576033959081,0,0.652394196018577
46.3647113884841,0,47.2635429862592,0,1,23.7684369582558,0,10.7783977529034
26.3017080850486,1,45.3215467532775,1,0,31.1054708154761,1,8.52968351729214
23.3495499883009,1,37.6174767201379,1,0,26.2842408075886,1,3.49302114453167
35.4537612514257,1,49.9223796622267,1,0,32.5325819306645,1,2.95741283521056
-1.4863119881945,0,41.9971782204834,0,0,32.2336084892406,1,5.786715304479
23.7828354068567,1,44.6650767004956,1,0,31.8543023401489,1,3.83416391070932
54.5709495434536,0,62.8767524558459,0,0,30.6589111083451,0,3.88308589439839
23.2101367285051,1,48.2447412975787,1,0,32.60201024616,1,11.7512849802151
30.1497048800122,0,39.2821761584932,0,0,24.4430941702767,0,9.44783056061715
65.2892855429224,1,51.6320688246738,1,1,23.595621892321,1,2.51619246136397
48.1773654523406,1,46.3726158437205,1,0,26.0522304260666,1,9.33257700316608
29.6898021708733,1,55.9001354798734,1,0,35.6792317593978,1,7.6641946407035
60.9822515874435,0,64.3242192773099,0,0,29.7950242862749,0,2.46297968365252
25.2236675572252,0,40.0730748889051,1,0,29.1838225995065,0,5.40518678538501
49.3687414508326,1,54.5465029758028,1,0,28.887652836822,1,3.51071177423
37.066500180651,1,50.8489805867849,1,0,30.5148407450293,1,6.28257787507027
50.9541697772946,1,58.9556558226454,1,1,32.6190382439538,1,6.55593063589185
22.5656059661296,0,47.7022186105373,0,0,30.1611948577233,0,11.6127031110227
41.635232467915,1,58.3661906846061,1,0,34.9023138275044,1,10.9117266777903
-20.4395542720378,0,32.5494413866331,0,0,36.2972692523867,1,5.05425258446485
57.7418601989201,1,66.8945892131337,1,1,35.3761600675393,1,8.80455376859754
56.0287970523419,1,58.6477797851858,1,0,30.8821301019727,1,5.35187276825309
18.8546185172332,1,48.4922401111425,1,0,37.0696873291257,1,0.0140653559938073
-2.78348464584061,0,35.5099286986083,0,0,30.8048583063053,0,11.5317459013313
43.1616589611321,0,56.4300870004198,0,0,31.0878378905795,0,3.27840552851558
38.7348769814218,0,54.8319386381477,0,1,30.6263916361837,0,10.6458344841376
19.7239003882505,0,49.9364437357861,0,0,33.6283706239327,0,5.78555129561573
51.7031893101484,1,51.5145589286242,1,1,26.84654976169,1,7.38188463449478
34.5228609289384,0,44.158910296502,0,0,26.0024676672085,0,11.5335398437455
18.6537603593015,0,53.6880673263024,0,0,38.1651346449369,0,7.76400993112475
52.1201460530725,0,52.9465433971952,0,1,23.2158393856799,0,7.33402053080499
1.13215249858852,0,47.2074062665742,0,0,36.4431521613495,0,9.10445641726255
38.7140943926208,1,36.6376334510685,1,0,21.9307089219118,1,9.5415617544204
22.6454484946529,1,57.0074881844003,1,0,39.053819181604,1,9.40682246536016
50.05819360164,0,55.5419662227403,1,0,29.7118844995182,0,10.7325055869296
-17.0103836043076,0,41.6369340719858,0,0,42.0753167161613,1,11.0002390025184
8.82119915098218,1,34.0541183799376,1,0,31.7012005781954,1,2.03082716558129
50.6727754334279,1,52.0495858058763,1,1,26.9584164406943,1,4.03209395427257
8.22676956064206,0,46.5491202202711,0,0,34.3806758986404,0,11.821625020355
38.0264816838232,1,52.5261170336445,1,0,31.3209283758619,1,6.30167514458299
-5.77047371527619,0,37.0599753451545,0,0,33.5370413347207,1,0.295120166614652
14.2582393565894,1,40.4082955561964,1,0,31.2594302059308,1,0.916014829650521
42.3528718408346,1,60.857748536799,1,0,36.9303021115939,0,11.1235947841778
18.4536655843745,0,54.0377490471571,0,0,34.7780714867847,0,10.8368513602763
47.5202559373452,0,55.864875367193,0,0,28.0131417914076,0,3.22396556474268
73.0912685650313,1,68.1522844615395,1,1,31.186636454125,1,8.3354793889448
22.0788208316483,1,51.2882142860238,1,0,38.2062299464181,1,4.88267727009952
-9.89532265746548,1,29.9907076226849,1,0,30.9757352118284,1,0.0467207729816437
30.4949678736333,1,53.3377719743357,1,0,36.2246268540179,1,9.92051778081805
39.377698878855,0,61.7132512735879,0,0,35.5329871967239,0,9.37485624756664
75.1745797261012,0,70.595392422993,1,1,31.2035700642124,0,3.9045116007328
-9.82739487158658,0,36.2313840175948,0,0,34.1394960219619,0,9.8995852265507
17.1777197040677,0,38.4914443437289,0,0,27.2635884606167,0,7.7047436311841
15.7733157550332,0,42.9417860523988,0,0,29.7570864855925,0,8.32106983009726
-7.30599237488488,1,39.4594421792281,1,0,39.67784164912,1,2.18893724866211
19.0667378886097,1,43.5425627685751,1,0,31.2679877538011,1,10.2455248748884
14.129440618279,1,48.146220323235,1,0,36.2644484308079,1,7.36935880221426
16.2959401214068,0,37.9877794926001,0,0,27.8913871554926,0,7.27091811597347
119.007278703641,1,70.3697216698315,1,1,18.1100369958671,0,9.01176559366286
50.910958133791,1,51.0777474488555,1,1,25.4875551136636,1,4.79985601454973
38.0338868700825,1,49.1589189949442,1,1,28.8111915692835,1,4.48491311632097
67.7854146387495,1,54.9561964160459,1,1,23.9099700854921,0,3.49336353130639
23.2958615211497,0,50.3741518611797,1,0,34.2206270571707,0,5.18424127902836
35.2291144478693,1,48.6791196304409,1,0,29.9581348850699,1,0.584524769335985
82.1360982885011,1,64.767874235521,1,1,25.169607699928,0,0.833721293136477
17.2582007050032,1,47.829697899079,1,0,35.4156962465538,0,7.02744056191295
7.02691335210345,0,37.1639779590777,0,0,28.3725632835744,0,5.77086112182587
64.4501352767092,1,53.856678904434,1,1,24.203027698282,1,2.26353871822357
28.3710299268614,0,46.4848712647091,0,0,29.4497175293534,0,2.48228907957673
30.1371177928742,1,44.7820390664373,1,0,30.7816365568777,1,4.66877024061978
-29.0478419480959,0,39.3186879931283,0,0,41.9156874745757,0,7.19425924681127
47.3184583386467,1,54.2836590326669,1,1,31.3267803633754,0,1.6479368051514
32.6835071441531,0,48.2598176557301,0,0,28.16951222951,0,6.23685088846833
56.7764209031992,1,55.1566772864803,1,1,25.0489216214119,1,11.6253971792758
37.4848337210146,1,47.6563472269408,1,0,30.8217084350393,1,9.92954990454018
24.2948734167096,0,43.4149657417823,0,0,28.3312563500548,1,1.2805764824152
54.0569059426306,1,62.5023660407872,1,1,34.1397226293028,1,1.34842851944268
29.7032228711526,0,47.282362848886,1,0,31.3463255241439,1,11.5129657192156
43.6413009379038,1,59.479519958752,1,1,37.2761495055894,1,7.94101463165134
11.5353191862683,1,37.9841756989106,1,0,31.1123473545746,1,6.51046400796622
49.0814602522053,0,45.338839036245,1,0,23.0364259668766,0,0.553241509012878
30.9085044640593,0,47.3064860484682,0,0,25.6096608039694,0,9.8498004488647
19.4878507452953,0,46.0903459186914,0,0,29.8907293357444,0,7.28713527414948
45.4675372977878,0,63.4870701199171,0,0,33.010721238228,0,3.20266315620393
-3.95770353622233,0,49.7723529870159,0,0,42.2362941077433,0,8.61097633838654
24.9052294084166,0,52.4422585110345,0,0,33.330294277804,0,5.66610195301473
5.79831168971924,0,40.5762829213608,0,0,32.9318090593172,0,0.98376920633018
30.6874200754855,0,42.7078272349043,0,0,23.6597072332498,0,3.44125745538622
58.7910314815841,1,59.9806890855485,1,0,31.7927606997835,1,8.67009295150638
84.5820442676778,1,62.5848166459556,1,1,23.4317978321962,1,0.379733959212899
73.1377671227136,1,62.488636888101,1,1,27.0969295606246,1,9.94162560068071
-9.45537189977491,0,36.1936295047467,0,0,34.3238275958516,0,10.4020189689472
57.2832058619357,0,70.499606936364,0,1,34.7715393369725,0,8.47013656888157
53.9697383905404,0,60.1687282979954,0,1,27.925992769973,0,11.6430435581133
49.257477078707,1,49.7328253586174,1,1,27.2069087901751,1,8.75434718001634
43.2967058338589,0,57.0360777879826,0,0,28.6486192544928,0,1.66073722019792
-12.1598380708674,0,40.2861477084814,1,0,39.4655971332094,0,3.98316320311278
48.4022298336893,0,39.0384375844114,0,1,16.5150676124182,1,7.3497705264017
37.2495630864204,1,50.490504509376,1,0,29.3385995867966,1,1.53381427936256
-4.14373316459277,1,38.0150414344222,1,0,35.5289259165996,1,2.79074171651155
44.8384365758369,1,51.9001899855975,1,0,29.1851307386324,1,2.4143764777109
73.8533490573582,0,62.9770589960467,0,1,24.0951529350821,0,4.55506535153836
10.0450346437924,1,39.6612627703525,1,0,33.2541727458366,1,10.8143472969532
-0.624383773322947,0,42.6155924578694,0,0,34.3866627403141,1,4.19921780750155
59.4741690929709,1,50.4656393945086,1,1,23.8686052026791,1,7.11739369668067
19.0274743647009,1,39.8240388017389,1,0,28.4340345750017,1,7.54758653137833
26.3416991262326,1,46.1671604011372,1,0,33.2954591081153,1,9.35531765408814
54.3068558073904,0,58.727554116714,0,1,26.1289048428902,0,6.33774261362851
53.7517729576363,0,59.6954501397012,0,0,29.7921823107568,0,6.89337661117315
39.0259571210798,0,53.8384666502709,0,0,28.7977495863132,0,6.77804774511606
6.59943579785998,1,31.4844433693254,1,0,29.1401247214095,1,8.09212919510901
38.2691605363254,0,49.4600326317383,0,0,29.1404096532574,0,5.2494759997353
48.6437291462967,1,60.6477321433828,1,1,36.4304415273601,1,7.05449842941016
47.0754592650588,1,58.131950374116,1,0,35.4970477756833,1,8.44830192625523
15.7682493680215,0,48.0918352589572,0,0,32.3708158298175,0,8.88681123498827
-19.6237473120321,0,23.000701914363,0,0,28.9400664451387,0,6.24630429781973
54.3253603350484,0,50.6096663880112,0,0,21.6925144109517,0,9.41070531774312
67.4210611619909,1,55.7375169748358,1,1,25.3285506613774,1,7.33516046963632
16.3781407877542,0,50.458035797251,0,0,35.5619914141593,0,4.29490178637207
47.7408097187306,0,51.5741254017588,0,0,25.5044111488132,0,11.8687557997182
56.2217070707047,1,54.3156537286877,1,1,28.4423455181704,1,5.88068416435272
19.4814764011735,0,46.0345026394979,1,0,35.4595701069517,0,5.27147602289915
87.9414051635085,1,63.0997822575155,1,1,23.4772341453803,1,6.08291226904839
13.7265754893097,0,54.7039339987394,0,0,38.7167819758399,0,4.27974419016391
1.83084061101982,0,37.573297294254,0,0,29.4431560012926,0,0.0185321364551783
91.2836521635063,0,63.8157545638553,0,1,17.9250541806397,0,5.33264811336994
68.5622373141922,0,62.0445893700982,0,1,24.8320422553427,0,11.4657811727375
57.1383232332825,0,58.2407396368188,1,1,28.5929041783834,0,1.8008986338973
-15.0122465010625,0,33.3737059781441,1,0,36.9298798562533,1,6.04680683836341
4.34508057692487,0,44.3069365639452,0,0,35.3426646925464,1,10.9714087061584
26.8784265779379,0,56.3551381728953,0,0,33.5678475134895,0,8.71519806515425
37.3195711240871,1,50.4372200757786,1,1,32.0263246890682,1,5.93472234439105
48.1750641785391,1,53.4801230366131,1,1,29.5047390715781,1,5.22581936325878
92.863858916226,1,74.5959354887041,1,1,27.4533068495441,0,8.07560987770557
41.4195970032889,1,41.8161967560033,1,0,24.4881389195454,1,9.45216957572848
-16.942643775109,1,28.8679988507086,1,0,35.0625255013828,1,5.82621885091066
29.2786371564454,0,52.7369527243041,0,0,30.5461637631644,0,1.26650473382324
4.82011751668616,0,43.1240315875659,0,0,34.900316108494,0,4.33718977868557
11.8304255571644,1,54.4604105296187,1,0,41.5293953006375,1,6.53584301657975
19.3606771024503,1,41.876152762094,1,0,32.1724060620341,1,3.8172401022166
83.4636867234134,1,72.1205548033514,1,1,29.2363410279266,0,0.267913637682796
15.8517021773929,0,48.7629402842257,0,0,35.0494016191044,0,3.50948936026543
36.3763011391833,1,45.2266449396995,1,0,27.7808594853149,1,3.29957795888186
15.863800967671,0,48.3373850851339,0,0,32.1955172709409,0,11.7345445901155
17.6677021137249,0,58.6256338362643,0,0,39.4921759093367,0,1.36565590649843
37.6841590772545,0,50.9734048520282,0,0,26.9443924422962,0,1.85885727033019
22.1322636033757,1,33.7438326078871,1,0,25.3100752572619,1,6.91585635300726
53.05126157974,1,49.9537923217354,1,1,24.6640957044293,1,9.83539381530136
25.5491840098587,0,57.6024216766206,0,0,36.19827063328,0,10.7044234033674
18.7738334085679,0,50.3899091287256,0,0,32.9865581106324,0,5.35090306587517
25.0182381102738,0,57.3507214161444,0,0,36.3600452699201,0,1.7228686530143
16.2949109590908,0,48.5352737300113,0,0,33.7554660152476,0,0.880673468112946
22.7650304385456,0,49.4211266461872,0,0,31.1155038880356,0,2.83372412156314
36.8398781545179,0,54.8236946610453,0,1,31.2016176158858,0,8.44587723445147
54.9606791952731,1,59.9294363677573,1,1,30.4119366878931,0,9.28281303495169
14.979068688028,0,37.5360450196796,0,0,26.5867071879613,0,6.03815906122327
34.2887467543976,1,49.6651247515439,1,0,30.6370018127183,1,1.22617836948484
41.8614542858136,1,49.2903781875,1,1,28.4794665602244,1,2.11076644062996
18.8931364591207,1,42.4107934626905,1,0,33.5148521228334,1,10.7170183164999
27.8097165531358,0,39.6564063906085,0,0,24.6777067999808,0,6.08053971547633
34.9515069108398,0,43.6926804602918,0,0,24.3055297314837,0,8.7010021135211
21.2690552997126,0,55.86807720013,0,0,37.8256767662754,0,7.83472379017621
22.2803941833869,0,45.8367734381635,0,0,29.166309036705,0,11.4335466446355
4.59003708693966,1,42.1511219049468,1,0,36.5312630695041,1,10.2677616784349
32.7268257994929,1,51.634163194861,1,1,35.155563031398,1,8.19911646097898
16.8422976959924,0,37.6328576489065,0,0,25.9787052913163,0,1.34621073491871
73.2535121223799,0,60.4587377623667,0,1,25.3125554315891,0,10.3008281970397
38.1622209477615,1,45.1540458378129,1,0,26.9898545172544,1,6.55727987084538
72.9491535380135,0,51.8912881168067,1,1,20.0110962211081,0,5.45105963945389
28.746713664487,0,50.5100633157497,0,0,31.6117348554674,0,3.26035849470645
39.6249188931504,1,49.9975933111356,1,1,27.3633798353893,1,3.79960612300783
94.3438992494687,1,68.0938204244287,1,1,22.8906747406053,0,2.90152578335255
38.4028373412444,1,41.7467204289006,1,0,25.7317086903474,1,8.93682298064232
38.597012623684,1,61.4547045222799,1,0,36.0698859725219,1,5.88278354052454
18.1987796587198,1,50.3157318755324,1,0,35.7295101053037,1,8.25668087136
4.91898248129745,1,41.6479419469328,1,0,35.9425945479521,0,10.4544683285058
49.2264287511504,1,49.3123635098349,1,0,26.6390616642616,1,0.869398852810264
30.2817099143043,1,57.4677168701247,1,0,37.7350905295508,1,2.58612738456577
46.9352989228736,1,45.744812656054,1,0,25.6384451544343,1,0.990565272979438
13.104144042953,1,42.2791776480654,1,0,33.2598093350433,1,4.70681177359074
37.8419487192355,0,51.5276410674789,0,0,29.1137626575462,0,0.254912023432553
26.6885654841893,0,59.885968451788,0,0,37.1001892136904,0,8.27028522826731
29.2213156371806,1,49.2654166532783,1,0,33.4764823226115,1,6.15282706450671
29.5640914440522,0,36.1297344644026,0,0,22.2698220463442,0,1.84796658251435
-15.5847807186251,0,36.9332409562464,0,0,37.3012310320338,0,5.4862094828859
19.9561244317272,0,42.3160467492206,0,0,28.2968212510662,0,2.86649485118687
39.0109832849001,0,44.7289187462554,0,0,26.5084932466551,0,8.88562106899917
36.9277317085224,0,49.7857293495838,0,0,28.3124249624346,0,8.71054908726364
72.9357563984904,1,56.7049807099628,1,1,23.9230944077106,1,5.55124785192311
32.773614810878,0,45.6538296142759,0,0,27.5476463693238,0,2.80585943441838
31.2948097901637,0,38.8612021668715,0,0,23.7417231419641,0,7.72030394151807
27.5961202883535,1,56.071059948785,1,0,37.2942017097803,1,7.4468768471852
48.3409147112506,1,52.7545696873959,1,0,29.6199624803977,1,11.6700298441574
98.0425162117754,1,61.5734706941474,1,1,18.4982310985654,1,2.88906770199537
24.7835932231331,0,33.1751914052174,1,0,23.8273559401141,0,0.0582486670464277
35.9828907807822,0,50.8731908889487,0,0,28.4063574029189,0,10.0230000335723
109.13041899521,1,63.5336189394267,1,1,16.0151819457652,1,4.6766680944711
