"x","y","treatment","age","history"
24.2826501023229,670.508040468211,0,34,348.289163129581
55.930537508951,1071.16994048936,1,37,297.443099078887
46.843102787167,742.928280926149,0,42,320.159168264058
90.5199368214647,1454.30897139783,1,40,485.106198271544
34.4700485170975,505.050788401712,0,33,113.577683163472
60.9762562840553,939.342488760021,1,38,378.730645785408
50.5852198265311,951.054221848716,1,35,309.394775410176
75.6393702276955,1158.0974881731,1,31,341.808033757537
76.8273152868272,1078.43845890281,1,48,396.037106087784
83.6290744056512,1197.58102123991,1,42,450.29749654131
27.6604360310095,661.495697343806,0,38,204.399957311698
42.5393927948288,649.91330774783,0,26,188.800155502427
30.1938030675991,509.949126748843,0,34,237.769842226474
42.111543199363,615.177676451056,0,38,209.83403168966
20.0690425369908,620.226930058212,0,37,284.734588332872
36.7642030682446,726.588555564453,0,29,303.819755893474
71.19392617888,1212.74918123579,1,40,518.712408978156
58.4101357130284,852.102761045137,1,38,187.848251096418
69.9208931435223,1143.30378429694,1,44,297.132447772786
45.2004661314228,690.419848231693,0,37,237.973535240646
82.4496474371303,1101.94035193999,1,36,327.633505954409
58.4841368716877,1074.24762356854,1,37,383.824466177481
61.098482028864,1146.84315689714,1,37,353.579548652976
62.6573517584782,968.573189553638,1,31,350.001498477628
71.7761443111416,1306.37103155747,1,35,447.439366262316
57.731611495679,929.056942326609,1,36,281.606003077638
21.0762275749812,488.912287481464,0,31,134.76603918622
52.99596027817,1073.89830562651,1,49,394.724101028309
55.1097517658658,1081.70243277893,1,33,355.212087507564
11.7113515392135,441.348253018004,0,35,179.878432972759
87.3551302048161,1052.0896767773,1,36,416.264166569946
27.8854996587662,607.705022653179,0,36,248.457627453719
52.5511312866921,886.563385163662,1,29,238.929139179326
46.4537087620659,738.171147430363,0,32,291.578325773434
46.6150500994543,619.687335283419,0,46,354.83154796162
45.7311926318633,779.037675453689,0,30,254.29130628735
70.1576377202269,1173.07687992377,1,43,448.326580994679
61.8546988374874,1048.21716250237,1,36,294.964327962106
30.6881178611341,551.583426001732,0,29,152.137326664453
52.0182349337269,916.652488517877,1,36,226.280035173343
33.4269872098634,542.926585684535,0,34,274.306195670595
64.0598884523413,1179.42563808923,1,32,387.167688989458
59.4888468076971,1062.21714927653,1,36,332.631507061397
14.4528455956878,549.085363345938,0,37,202.395352539239
40.0230815583526,646.70261922227,0,43,325.887826931772
69.3842363625146,1116.7852807905,1,34,378.569844539039
31.7510978045599,690.800117880593,0,36,314.7968826982
32.4750059297334,648.30902949207,0,28,401.970225675188
47.929319811917,733.800446645881,0,35,224.103277194744
62.4948296555785,960.544891768926,1,39,332.743577054475
20.3927939159113,474.834605232429,0,40,227.097044633149
43.8861874050236,758.06158453604,0,32,249.934485052653
35.433979142156,726.249672800546,0,29,210.618515189206
49.3904635525138,822.471159531198,0,24,417.654836686125
51.8049990760765,1067.02601953973,1,35,343.781954948696
8.09965150843922,337.684447895175,0,31,54.785059395612
34.3310603107169,494.44605105471,0,36,212.938317394057
47.4414490782753,695.087676122777,0,38,265.836802626712
56.3276812276335,919.008515897096,1,35,160.785866327715
52.9833121279807,1089.65738721538,1,42,332.526569093464
82.5908672566053,1289.9574506073,1,35,507.054382484428
58.704688130698,1146.7679152874,1,31,428.111970385959
66.8228696895372,1129.50170042664,1,34,333.793232454018
44.8931927084215,639.065721905057,0,40,301.344761962645
27.250363779736,399.308809958274,0,41,161.878181638772
54.7819749136853,968.867076831506,1,38,368.129287656281
45.9431425481931,733.439805366891,0,44,308.732838479826
62.656857916903,1209.14779268061,1,35,473.838495209401
29.029300671849,774.935213681998,0,31,185.681141026272
28.269815200763,638.448720698756,0,31,151.259885400125
25.2920618317391,491.540166311221,0,27,204.572805914231
67.5249906387732,1210.14878716228,1,35,387.620816696433
42.3969456732639,569.664459612713,0,40,199.69730573238
53.2977221552285,1095.93835337657,1,35,350.300664999733
46.0073262588488,646.199637680603,0,34,214.247336118354
14.398718372578,503.498561243733,0,29,204.347831960874
70.7637458104049,1262.84114777294,1,39,465.875765223221
62.0430752595707,1003.68031916234,1,40,306.890085998739
49.0776244629585,695.208484509406,0,32,311.266036185525
50.7567126548917,1063.39266258667,1,39,393.001419291757
38.9089350704927,715.71181196697,0,34,269.140534944058
49.6130733911612,746.980674397468,0,34,317.291601168683
34.3255156169964,672.171364632453,0,34,206.08378029616
37.8073302063933,674.038228784867,0,35,252.125964289951
32.9374101627638,619.644897162058,0,36,304.491914363131
26.9915493747344,594.361841712677,0,42,278.008976154049
32.4301542242017,588.949548652965,0,23,158.962557850009
31.5750630088272,625.805949099253,0,27,175.207302745461
53.4845937430654,879.997121446925,1,45,276.262925091996
60.4906148611005,1116.26660555096,1,31,363.669351250488
40.4766528374418,596.833837981769,0,31,177.805615598988
52.3134633119653,906.330175917665,1,30,330.254319910096
37.7170070605975,735.647987035525,0,28,244.387276722908
51.0727106972309,1015.89215499915,1,40,332.211160140267
66.5464768893385,1361.18254042279,1,37,512.761459074882
33.1374804929739,542.671014525337,0,23,194.825339849805
26.4306489019981,614.487081506559,0,43,245.235908009968
55.009238077275,1032.31642400926,1,32,310.651087865212
64.704373755498,913.943856357026,1,34,317.898289674929
40.8112310092953,744.120144185294,0,30,375.767906081327
75.1387097427064,1028.58678411534,1,35,414.590113751771
38.1834995631635,742.179090871335,0,34,148.130275458211
44.0531331381937,666.790889278276,0,31,283.26903958448
69.2828144853146,1284.35078179321,1,45,491.388939325908
50.5897088218311,924.13360570765,1,38,347.490126670861
62.2059683560594,1027.42861675475,1,24,357.084422002603
82.8669981807203,1215.72439464368,1,32,435.695434102308
48.9156815323732,779.387046609423,0,35,310.745115647247
72.3696793399714,1104.37244135542,1,30,423.514671524387
65.5422634223434,1141.57579564942,1,36,385.086338368319
28.8596163954789,606.688119263431,0,28,177.681783930859
56.0837832743544,908.034405448921,1,38,223.326786100759
88.2004281101094,1446.35030792734,1,36,525.78866215549
70.2809357605,1087.02493379293,1,50,420.637248006809
45.7811387547856,691.713772315596,0,37,250.590641455612
11.4233105782296,301.551440324902,0,30,1.47865626050287
53.1381576139133,1091.12431275321,1,32,442.626526745513
50.5001447860478,927.265167997786,1,34,319.530221979332
38.9207954529989,667.57112204434,0,32,276.610940629146
50.6432985566693,1007.74655502073,1,37,329.193048771009
79.659129720503,1245.05590676985,1,38,361.482944021209
35.5501250753485,690.205358104186,0,34,364.417598548318
49.0573932088311,775.559707912284,0,36,302.646401639378
65.4384984884412,1180.00554381956,1,42,373.792869518885
44.7344517103041,793.952775472435,0,37,325.082875428309
46.9676995321401,679.536731070987,0,32,196.802848797559
53.7889884771551,1018.83340929528,1,39,275.001933187644
21.8050879708445,571.627517184884,0,28,172.071492711527
60.3604745895575,1032.4026374195,1,31,309.802504183524
83.2944764372938,1282.98648223255,1,40,530.475777485039
64.9490259767161,911.928250871107,1,26,309.074049339867
74.2148940053427,1066.01447069683,1,37,285.210816411135
33.3531081643895,687.402467220636,0,35,281.998051032
42.2601178019445,823.473086623016,0,37,343.098009568213
46.8310378125926,709.352917315568,0,37,375.187345819669
78.5683719476442,1202.57481811544,1,43,421.10421723348
68.7943639395313,1169.85597478118,1,37,413.007891143545
61.6576594050873,1150.97597168081,1,39,293.276440669842
57.4241942856897,927.77856727295,1,32,293.208938520885
47.6506492383585,675.12882981903,0,29,249.045908838637
75.9866180017489,1035.99205002412,1,38,311.403294578199
65.7765137479176,1058.08357693653,1,29,283.719813145566
58.0038647750491,1039.19102135428,1,37,435.122824027624
24.3301394885423,555.673699771607,0,29,279.340077290299
42.2223921090494,680.325707963945,0,31,218.152753532
67.2847597069485,1164.71506709444,1,18,350.251375120024
62.5367435661256,1033.98534652921,1,43,429.533886025167
51.1629073443428,1073.68663672163,1,28,241.061112372541
35.9030734145737,665.584125004976,0,33,224.165029727858
67.6768277461398,972.603128014707,1,43,266.204495282686
48.9769570377252,690.049552010968,0,30,313.625460748659
29.8926263345239,630.231755459686,0,25,241.442215886032
60.4139767711463,928.583001533231,1,39,374.428175664755
68.00496718108,1066.26873366101,1,39,354.114913223466
54.8100372588133,1109.61375072089,1,31,412.977468669139
67.5055074541926,1074.68335792546,1,31,315.816331692937
66.8461663248526,1017.37977083858,1,42,447.684092188345
66.8636454165043,998.029190324801,1,33,341.531262159624
100,1601.29018790847,1,43,512.416999274037
25.2330595054899,610.208471309955,0,42,101.689406326748
44.105801512839,836.581209458662,0,31,245.162264773923
45.3941828529534,761.600954368866,0,46,346.969826086367
39.803547588185,701.298292299316,0,33,257.698047730904
41.4033546205546,730.300013515356,0,37,310.939521806347
66.7499985704084,1086.36486485257,1,35,373.754552950734
42.5763169612582,624.671326117709,0,35,309.058922332329
34.6731034456876,586.467535875666,0,25,272.284045705458
53.0701407241913,1000.38912184233,1,36,213.847288156491
59.1839383601884,1037.48007598443,1,40,324.995544796447
50.9835457737761,1073.58179353322,1,30,291.747226737271
40.4406264359167,698.317599694515,0,35,240.753116773914
59.3024955381574,950.995522119667,1,41,373.936282662245
41.079301445287,679.083142362761,0,45,278.263477858806
1.01277540607474,91.2993990616499,0,27,91.5972797046359
52.4387071517638,905.573851853347,1,38,331.312255742678
54.3112422822728,908.972025630249,1,37,312.079657534131
56.6488639110755,1127.26664707634,1,33,308.554700353322
43.6475866054523,633.658125086185,0,35,344.091904662992
33.4664709170497,658.157607284468,0,36,251.730736143617
71.7748443163016,1095.67313280046,1,36,487.810195660734
34.6140923213181,664.48411748832,0,40,254.173380709982
72.9445429131012,1256.211785352,1,44,431.518100716741
49.0226721454332,775.024979865536,0,37,292.738276628276
49.6147025932852,805.050877080057,0,41,310.791859247143
54.8079283932074,968.419670928323,1,33,366.263834192334
49.2560122779557,784.340678244656,0,20,310.095719608352
52.8921394834097,930.269982837499,1,34,329.109241398232
62.0404953151566,929.519257540332,1,39,307.993336691434
48.4788711596362,697.416930703365,0,33,264.807210649845
61.4929853072256,1085.27998828862,1,42,336.729864784815
72.2627956569406,1240.47964162031,1,36,434.135265499766
53.0962767751885,1022.17723185529,1,37,363.520191248208
52.7716909883575,946.197364614896,1,36,219.160522846764
45.5872156287307,721.060076498388,0,32,389.130707438901
53.5396386306176,893.358006722496,1,44,274.839872219612
57.2898713077179,1042.23088638792,1,30,301.855003757589
57.5878993595523,987.789972888548,1,37,287.500735141978
33.6455926541344,568.136267207473,0,39,203.142799414653
56.4579802827176,845.549369953925,1,37,194.045632139911
47.9372111111984,565.416666874333,0,32,150.539693483991
45.9682321204061,708.730928548281,0,32,241.758122360613
63.059922372007,997.079568502605,1,40,346.251829324868
76.6030728185001,1069.73599487251,1,40,427.146984804189
57.9520590424475,1180.248890512,1,30,444.198645944055
32.9296626788504,542.569219054079,0,34,190.768015155998
81.7559545501051,1124.58663016104,1,44,408.229572840546
29.3957285619119,666.499303370846,0,41,317.450535539273
64.2923814937206,1083.40530510031,1,34,372.739856812166
33.1565010833157,532.379687633323,0,34,197.72937260905
50.3925993836043,794.098338236786,1,35,273.01814173425
83.9607210562512,1298.61994467583,1,41,398.917745910542
62.0482424250612,1102.72402074322,1,43,276.620252889174
67.8500023310498,1069.75117543434,1,38,357.089515354546
51.1283312959303,879.073168067353,1,34,292.026029096592
67.0581055009067,934.426687350555,1,39,288.804759495315
26.8861057317675,520.602662388978,0,31,205.866590062977
62.94725444348,926.915903480894,1,29,246.620871524358
65.724487801397,912.284652839647,1,35,273.367552886841
52.9616856912163,1057.39281379502,1,37,374.90952116021
39.6812190252318,560.55448316189,0,38,143.391180418222
21.9107533956794,662.721508552283,0,31,250.954999302561
35.6747676612876,645.47393519461,0,41,150.875394177412
66.2113250678769,1045.82650815042,1,39,275.190031323394
46.0466507749517,596.151221795546,0,32,222.504108957522
12.975458925258,341.90668011311,0,24,96.7177996149675
59.086832464955,920.330174034161,1,33,353.343843484557
55.7295654480257,1067.42082445775,1,35,266.133688095646
59.6006469727213,1164.69768483564,1,33,397.236343087127
65.1702530453147,1146.66869265597,1,39,414.81151440923
71.0482076453499,955.395739919718,1,37,416.503699486194
67.1883829602231,1006.4869790135,1,36,402.355361259163
63.1855485927475,1034.11326129194,1,32,362.318993872393
29.0665924594066,578.779077922827,0,24,124.416914965814
33.7786882278128,739.341855720367,0,36,258.205974149447
61.8117667166356,933.647748758493,1,30,338.707314390418
53.2035910248803,1142.59841049165,1,39,361.728447700507
53.1053246893838,968.976083846617,1,30,279.423664783285
25.5014548760904,472.51821821161,0,25,138.649594703465
26.1122870076298,523.56344777213,0,30,67.4943222238168
51.8936891599054,882.678765092348,1,32,341.645049379981
66.0606946893458,1036.62364604832,1,36,345.621969046067
56.0463265947194,962.083754342315,1,28,333.077316634207
68.0889543891145,1168.93143388159,1,45,453.504804584762
45.8505135424516,759.009273637616,0,29,361.734085206269
55.2958822382572,1082.82698893444,1,39,349.278334944296
39.9565255319309,790.817563478438,0,37,262.083801380272
29.4395523743642,781.331889725371,0,38,200.749255561311
42.6125194617825,753.833659431528,0,35,268.994274687778
76.9436220624226,1233.27236900779,1,35,386.625359536201
88.2246056108964,1252.78672060955,1,40,501.451344846986
47.4182821210672,769.768999051211,0,30,347.340828880856
55.7118307542263,1063.48492690463,1,38,363.523106069375
78.3010536811125,1170.53547597677,1,39,565.356563116702
54.3737531598093,978.591361510293,1,31,267.354749547019
46.1867567380142,704.75392745545,0,32,414.255543533837
50.8607785657704,973.510654120119,1,36,341.068398019786
74.0792171190073,1064.59466444973,1,43,342.692232356366
33.5424735334668,494.56742337035,0,32,195.749827876944
30.1389460226075,559.154417739425,0,26,141.433005546156
49.9824414466512,679.470572509065,0,41,377.438457039078
73.9387750447615,1189.22498556239,1,36,480.920739290982
34.6319556572271,658.351922987302,0,33,249.37978630562
37.4838768592435,733.124913218348,0,34,251.833390285383
65.6241408597745,1111.65638690301,1,38,382.481484948857
86.1939693432048,1268.73194157401,1,35,472.668801331021
47.4128880979173,718.226722115996,0,33,352.527544679776
48.687868168875,643.468813712838,0,25,315.400887554517
55.3923603751135,1067.92113859914,1,38,380.506436252909
39.6691038285871,754.538183907204,0,32,261.134513753912
55.2826871488386,1202.55248600486,1,44,466.414338099259
53.7312919976994,1044.33008093192,1,39,417.372162041769
32.9432915368761,650.076957490579,0,27,241.754395252061
28.1879878874688,670.864012485478,0,34,183.444170679619
41.6339930302393,647.192217185224,0,37,115.257635678926
96.1472815214282,1474.82583714426,1,42,527.107081987818
34.5083937100849,571.046217426339,0,37,287.028083261565
43.066924154746,734.956163382277,0,33,288.633994779862
61.6494416366712,1006.82808249538,1,40,336.279769262756
69.1786507909165,1275.30455559424,1,42,391.766673911118
50.3741553737575,815.600553858254,1,32,290.824586954907
37.9363399720532,542.235223777303,0,29,276.580605378184
50.8467585903805,992.467334642854,1,42,275.667117869019
49.8986701365693,782.104373976443,0,32,379.037360311072
49.0986030428601,678.212880834269,0,37,256.444677010851
91.6531816540409,1440.94751618607,1,39,604.461301941868
60.2615430266943,963.288462149097,1,32,394.133829398274
43.9716142124582,596.93969838988,0,35,270.681220482637
58.6035278507757,1048.50397445628,1,37,364.460158689673
8.07502008478153,359.255147239985,0,31,70.8751956896617
46.522004753554,700.467396061856,0,39,274.305501887277
61.7312686491258,977.80122803572,1,30,290.677440134821
52.4484510249461,1031.66042334237,1,34,219.416963925558
73.4894690397304,1176.86672045567,1,29,488.472424353291
32.2789480751968,654.447919067727,0,41,301.20643628378
58.731763166619,1102.9434464074,1,37,331.922798513444
32.9928361697124,589.353762255571,0,23,149.66999900378
73.1860770072809,1188.03293623544,1,36,375.715915713563
10.421683358696,444.470746115473,0,25,194.902088691769
52.8281933039625,983.601399439356,1,29,335.091887318743
55.0244290438786,1045.29104974325,1,36,397.810566094355
35.1568169958301,677.170014427952,0,26,265.711649883174
16.6539116235482,456.537969536032,0,36,157.862187999943
69.3667787640885,966.544808747353,1,36,314.679913763895
48.6266969965237,809.790334785316,0,30,305.226387117135
59.9997425998674,1044.5180679859,1,35,326.127131378441
69.9532808655912,1044.33948938292,1,39,382.844210234626
36.1129713616214,623.940360891787,0,35,274.80951449818
52.1928339486731,1001.78093890254,1,38,296.43545300066
47.2473093633328,501.104511616402,0,38,137.717828526757
74.1813313232057,1160.19653517711,1,35,366.144684661633
45.8492065994963,662.640508140037,0,35,264.339169472167
59.9699804829502,1022.58726781345,1,31,288.379031127828
74.1565538857176,1095.58109303518,1,36,339.802459054301
33.1087678356093,641.347852475861,0,25,183.321225410878
23.5200611781726,458.87552048407,0,31,116.273424929156
63.2966896114941,897.92752388459,1,33,309.579586051099
50.485273123073,961.62347917632,1,44,352.913725610976
42.5751525440311,811.51540924276,0,44,409.715023646871
62.0578874241206,1041.08360000671,1,36,345.517193057228
34.0132681886028,589.070364306375,0,42,175.012419681217
37.6129079962638,659.847042843407,0,34,327.957140588572
63.2722668433155,1078.97773143975,1,38,338.236102814752
31.0152324025805,703.031068826038,0,33,325.717339099281
62.9612980222819,893.450236512375,1,33,327.246658002226
35.4844859995745,750.801858664721,0,31,412.79439798874
39.6173263247782,793.184185496941,0,42,304.250484729768
47.4636693236345,790.967485214271,0,31,257.073283696476
61.1608667000486,1020.16042183545,1,32,275.841794399154
63.3849338521094,1147.95820491984,1,37,325.92890741514
38.700097387871,622.906761115523,0,34,198.881579798511
69.528262997056,1073.80383246946,1,30,464.018342441773
52.8971640901922,932.377623743814,1,34,275.710672866094
42.8975583956967,687.24675335262,0,36,312.431220160845
52.2736931805638,928.485576064889,1,36,304.354940821005
57.10030514645,1254.15254733268,1,37,426.19109071437
40.6533107412279,785.545359105886,0,29,312.927363804173
48.2065759403302,638.834338729739,0,32,301.060587618062
61.2177446914588,971.290968798756,1,37,278.713511397117
86.0831922483244,1266.51501790839,1,45,549.414252174477
16.2076913039886,460.494516646928,0,30,197.064052323747
49.1382848495514,593.385216568692,0,36,268.424801289433
49.863621745756,698.720246496739,0,39,313.238579450779
52.2386967476297,1040.05554235582,1,42,396.752396608488
49.1447653963824,679.339508621603,0,36,275.43486056199
58.095760975528,986.448834273407,1,38,374.850885525163
57.5706922388081,1051.7937207898,1,33,333.651423827321
18.5295548326761,495.831345580332,0,30,189.587777036277
63.4922696083091,1103.94361289651,1,31,310.859949570947
48.484641855496,769.922014309235,0,40,331.550176059182
72.6737112110529,1131.81781011464,1,30,413.152795803133
36.9241259654795,863.965208331635,0,40,236.736124714638
51.9731393455815,1011.22648561833,1,32,389.126516492876
76.9544980161852,1147.33984182081,1,40,346.67009026665
46.1186042175692,647.459996371866,0,27,305.060980916391
70.4790403271412,1152.8384740105,1,36,473.6685176125
53.3744456022522,1009.32190231155,1,29,316.327135368256
42.4706865981147,578.264241177031,0,41,265.372256831709
41.6427545998293,616.683880176452,0,34,230.494542628984
30.1693775576663,611.459514923278,0,34,144.24187337876
60.8987518392522,963.415030585207,1,28,239.07987009952
77.0716742204282,1138.50895398706,1,43,429.205975962962
56.2395093624361,952.484815965585,1,37,368.999700637519
48.3206679243808,709.813116440177,0,33,288.861215196965
41.4461234433964,614.955091403955,0,27,263.266387266477
61.1656863011536,1134.87783947545,1,37,310.701800139138
18.9931799500332,263.545381244227,0,27,104.921957186073
48.6404658075815,563.923023143855,0,30,296.613343950956
44.1018402660282,681.952362734486,0,43,297.70936686399
50.0444240953109,1006.15271169524,1,39,347.606387091166
51.793310554797,1045.80658831307,1,32,411.681513336816
64.2498239599541,1087.64011608106,1,44,400.662643621214
49.4190677762734,722.682355942652,0,40,332.717440915835
51.4764308992579,1095.49331724903,1,35,377.092977006091
62.5878815138892,1153.92226825971,1,40,375.256950335615
57.8932950362286,1005.26428384402,1,39,443.480550707164
62.0602166488068,828.698130933533,1,35,281.983697487143
20.7415425481097,572.04250826038,0,42,147.344727956421
36.6951169914629,648.232446919257,0,34,165.488767712837
32.6400071476066,537.920870002943,0,27,155.815553520549
57.3596341028904,887.87683118182,1,33,337.161151924474
25.8688832705435,576.582904554816,0,31,164.586194429671
66.7804223806009,1041.35828974432,1,33,425.536986052209
49.6764369477346,635.708552771425,0,29,325.297146388444
51.3050949320667,892.806710602237,1,33,283.974797968356
60.6998795573508,1047.77088546638,1,39,361.180267138127
35.0222660845038,602.417554331754,0,27,248.27184675078
79.0071035250484,1256.61563448878,1,35,387.133754055737
26.0760568371896,633.067591236405,0,32,261.48393110645
78.0995499871209,1196.79243692151,1,37,357.614378030387
49.4754867655406,821.347584035837,0,35,479.40708421627
71.0696027093835,1244.69805987593,1,38,376.962511537977
73.5006305669357,1192.6049454472,1,35,416.948908355081
72.7250828345408,1085.78283615975,1,40,351.34404118594
35.3207976637446,458.311601885798,0,35,224.395898089286
74.6852448246649,1055.17551341964,1,36,397.282980241154
70.0023210046177,1109.16708137161,1,36,319.06766276295
31.7040555500929,569.88486746936,0,23,241.163893379454
23.8202876660559,673.373317218023,0,24,324.472349073939
32.8006873036487,833.360620570028,0,42,303.388503634718
41.9574212294326,675.047262393343,0,35,280.637647880352
45.7027766595566,776.689220336896,0,38,303.372202564312
66.8213499984917,1130.25394758872,1,35,439.414149748652
43.9535597939383,656.101909896786,0,38,280.274893656359
55.2052895978281,913.731979078375,1,41,282.916554187951
55.6657680309018,1060.8334803426,1,47,353.515141860649
62.7874381486784,813.051924701747,1,40,207.525383804999
48.89546201893,505.111715235058,0,26,227.227439688285
47.4637266192782,590.074065716688,0,43,247.803796987543
62.4273279918797,850.648346042761,1,35,304.152350100904
46.8245765736363,718.094466724374,0,32,219.915091626915
37.8325185178705,499.619947762789,0,39,216.057610627487
50.9007293345149,990.305270550723,1,40,335.698443091511
21.3907476946401,535.603796315903,0,41,155.877460679837
32.7683890346867,490.292711303706,0,24,127.59283196911
55.8422635420746,1095.15436095431,1,30,345.67697071176
66.714876184582,1057.96443521384,1,36,387.582983610064
67.0601422263277,1038.5575166563,1,27,309.019889360324
72.3412551571389,1060.50532265274,1,31,379.91083144525
42.1337534943639,510.971127403783,0,42,71.6034009654641
69.3549484387298,1051.38253420405,1,44,441.083725017282
55.1185678721824,1106.8631911996,1,51,394.37284424875
69.5203685856456,1216.85252994582,1,39,417.932374540281
48.5132860659632,853.322794134032,0,39,426.850588389978
69.9876995087478,1046.81595339347,1,44,350.566789393249
36.221839946196,530.235585187926,0,24,115.281646573117
49.0209550226071,766.694735352255,0,38,326.817569632058
51.8617300476831,983.504975818611,1,43,193.726679131203
63.5418758941056,1047.87301839489,1,38,441.320303716895
76.6020153000078,1209.11001603931,1,34,327.170895891282
49.348559033402,643.366323896415,0,28,302.684267266949
64.2453012869277,1171.20859954641,1,37,473.912844762345
49.2147096170612,691.299701340058,0,43,253.66538564115
42.1539730155861,768.87708847699,0,34,280.858820807007
55.1425722449597,1011.80918360456,1,33,306.530357344873
54.3978616324189,997.877754821556,1,34,349.540921047359
45.1989172466121,681.410868443601,0,43,309.370843080555
54.2584691380155,1017.42161570087,1,32,243.847156192504
36.7942387834927,653.559633165013,0,32,275.336610816119
43.9516609336625,762.47171918624,0,23,296.154308406702
64.9739939751135,935.32190706269,1,42,356.1798491255
52.6440084870065,975.0836165802,1,29,376.170510582848
36.9348273160308,605.214277148623,0,48,205.324093488417
32.7779173683671,638.60299634417,0,34,191.490735789939
68.4233240527949,904.635077838469,1,40,275.387892997651
33.6675466943624,626.833578701533,0,30,261.804706569336
61.229937448694,995.646169034441,1,37,351.814755723765
51.6171838480423,955.167463635975,1,28,329.534653612018
47.6819792594342,522.301659796648,0,31,304.389445845259
43.4135869298098,689.591918484896,0,36,242.874266694282
46.0102863563095,845.414945160545,0,46,418.242582503176
54.6722141962655,904.77907005117,1,39,249.142406596933
52.7865440520107,947.493184047004,1,37,305.0333517819
54.2408746800679,1063.64082874291,1,32,364.516992974702
27.5380390439638,611.947618871262,0,36,205.866160479548
43.6518429190875,560.009449394568,0,37,219.022414736083
53.8488997855593,1084.5347237053,1,40,339.333942244202
32.3966171796043,707.955849180486,0,44,342.354835058956
65.819065783785,1065.75420455567,1,36,363.916926590026
20.395485739488,445.023658740843,0,34,196.11861281698
58.3812203906155,966.215608881001,1,35,339.850590312535
56.857740569788,917.567807222011,1,31,294.108946713174
38.6647338963851,600.30866669045,0,34,210.194134979626
64.5072576863735,884.207243807881,1,38,331.979078398147
50.0067957575948,877.327601334756,1,37,350.510495799748
90.3502064659394,1278.93347152437,1,37,440.951084215247
48.2317620041637,732.966553331025,0,33,256.466327344367
21.1007203370629,444.555447805203,0,32,183.325296719626
82.5049650324753,1296.2322220878,1,42,357.238714854485
46.2702384192864,576.950028036029,0,39,205.670675124419
43.36534391917,553.895915516888,0,26,223.876267453689
50.0904045144576,899.093417461154,1,39,208.312194265405
63.621829571023,1010.52766832113,1,38,391.224280491675
36.3760403387083,552.716273815593,0,26,232.652806258339
60.4048525682741,1043.99581486367,1,27,394.490973593084
42.37327115755,845.20961445478,0,25,245.772415575531
47.7301451707588,562.740469124214,0,42,234.02242519244
31.7139899066373,731.587443723742,0,35,215.88039240234
44.9007978808022,677.750847400002,0,35,260.376092411882
42.760237262955,712.213400881087,0,39,245.130817456639
21.1102608328301,378.738571019653,0,21,54.2305786717357
46.316281540281,558.926146378833,0,32,240.393094423649
44.8859263273443,690.540070983752,0,32,290.825332841366
39.5537166511163,559.940833314707,0,30,183.380890614159
30.1824899340673,515.407254133673,0,30,236.144749935942
39.7920518365408,789.965953559548,0,40,240.671431152974
86.8712747084877,1389.0191637825,1,34,445.991535257177
23.8115079820201,604.263962568126,0,33,238.560438025462
47.2527097055261,804.602485199529,0,33,342.838871024925
63.845913360981,957.841298586296,1,30,261.013468616189
55.2209914927218,915.288694749325,1,24,352.165990344149
21.3975324270889,513.460937511198,0,27,237.52381809048
22.1401146667422,685.07565537943,0,29,266.543716953025
