"x","y","D","Z","business_age","annual_revenue","employees"
598.915645656867,28373.7995559865,0,0,6,333015.542089914,17
548.643909751121,16655.7901508845,0,0,2,314208.097395578,15
791.5070788859,48346.7443042132,1,1,12,585790.118560987,19
685.243319326843,41467.6836782402,1,1,9,557678.651242445,19
723.687692626921,36233.5029825265,1,1,4,582838.414573012,21
636.25558502983,25188.3863470019,0,0,4,217384.489728815,13
638.855035118698,33494.5299792193,0,0,9,579674.675827416,21
556.830495199207,38926.1125359076,1,0,12,474521.874568485,14
600.096111653064,22446.6683951158,0,0,1,76759.9873350128,11
575.07577931637,28147.4146250785,0,0,3,361409.683884458,20
755.58223660698,42673.2972324702,1,1,11,500764.300968168,22
635.539829549988,31459.7326279716,0,0,3,544597.380155028,10
716.423829710575,39674.8538239221,1,1,8,470993.982515681,15
680.044270725455,32653.6022718055,0,1,7,494100.839842195,15
673.061584704602,23030.8140575783,0,1,9,210459.888371818,17
666.867167914439,31628.0507911722,1,1,5,745533.601691138,15
614.609180235118,19730.665407557,0,0,10,456151.694699785,16
605.766276046954,30672.0579207495,0,0,7,537348.69069498,15
700.624719286093,27957.4167460635,1,1,9,279839.267051064,12
646.784762983033,34912.5439627624,1,0,17,611989.033128985,16
641.363921166281,28842.938749046,0,0,7,413928.311763632,16
543.008366250564,21543.1447163424,0,0,8,165380.325744597,14
697.927814322246,31368.5921287722,1,1,8,496190.774461641,16
627.708896578355,31229.3796189613,0,0,3,431235.555569359,10
675.426789228935,29240.2818703803,1,1,1,484516.247924302,18
713.263573256184,33232.7023988735,1,1,6,484006.207534802,18
599.219099456452,35244.609254234,0,0,10,581494.28797116,14
670.037615637497,24620.4682823343,0,1,7,83415.1126514079,12
635.073726009383,24956.330836721,0,0,3,354285.869764069,17
685.449153517922,27920.4165320838,0,1,9,162953.492467169,12
756.424266740732,41700.0333199333,1,1,11,502403.429400056,20
628.461774433936,34899.1205894549,0,0,5,465980.470554937,14
596.677700445249,29668.7002275625,0,0,10,406185.40214051,19
635.010051916177,26091.2600108363,0,0,10,161961.664875333,16
668.668813751238,38910.4374430246,1,1,9,528084.081651541,18
677.629502208093,36906.0991773822,1,1,6,463172.964070642,13
615.174176156392,28580.8388757493,0,0,5,353721.174222952,13
769.3191787009,45425.6939437421,1,1,13,564043.68875754,18
677.084992679023,28693.3794528914,1,1,10,311085.017060785,16
633.022891228727,30999.5769987582,0,0,7,571249.075854075,14
584.949456812199,32784.6004891658,0,0,7,541169.631718719,16
630.456604731314,24188.8559045449,0,0,9,253969.366922378,13
771.371379327452,41290.2029084689,1,1,11,519057.237004693,23
634.669481279491,45454.6016309723,1,0,12,417877.248095202,17
657.453513552245,35448.2926218063,1,1,3,370689.190445406,16
555.116572582333,29225.6191938154,0,0,5,662119.155468612,16
628.519906754299,31510.4500229529,0,0,12,532636.166890111,20
653.897042873616,27763.8488855165,0,1,5,165962.208060445,14
494.148660498003,26249.8650979529,0,0,5,120532.186566078,16
632.015496891504,31952.7853016196,0,0,12,624274.627418789,11
671.33215597833,39816.6936214121,1,1,9,587271.804754526,23
649.522660058641,35017.8827009152,0,0,11,613577.919062458,18
579.97910068599,33648.5915972681,0,0,14,534849.482075554,26
680.009346128274,37024.6411311613,1,1,9,214412.625017046,19
700.197437341586,37929.9485388831,1,1,12,627281.656355313,23
674.009948034558,33246.1432790473,0,1,14,555080.439975444,20
646.686288921679,35511.7656057728,0,0,14,689660.417560633,25
609.970296024106,28937.1231230489,0,0,6,469458.590862427,20
682.382972052071,32449.4063221689,1,1,6,342522.387762083,22
622.414786673378,28244.4142361107,0,0,5,436403.256616501,12
698.969791127397,30084.0836253432,0,1,1,451339.756990341,11
597.734581424384,41678.2839547785,1,0,8,247320.685793339,18
674.512548403142,36517.2973219836,1,1,13,444611.432015619,16
645.84231387993,19985.3789249284,0,0,7,243640.768280564,11
730.944115234667,40416.6930487035,1,1,11,546737.354825435,21
582.174660254151,42889.2139240054,1,0,8,410824.55577198,20
654.946077268713,36891.6694479589,1,1,7,743156.504927131,22
669.934311418698,34119.7584981642,1,1,3,373454.615054102,20
648.425302639219,35719.853178008,1,0,7,507830.998715952,19
601.074817065064,38561.1581671882,0,0,15,617190.108345153,25
701.243724338098,38967.0063004366,1,1,13,627800.154362715,19
546.633622725994,25653.2522618526,0,0,5,338682.907271478,18
660.681555426252,37250.7913804478,1,1,14,396421.893680608,26
760.691646856266,35633.3999313687,1,1,1,50000,13
640.95754029529,31869.6263687796,0,0,7,429610.042640189,13
724.107627638785,26729.3722743765,0,1,8,507263.474912161,20
702.90205937593,42416.5055748656,1,1,12,686349.820598978,17
800.469712437881,47953.359781707,1,1,16,529941.397691919,19
694.843680701262,43801.1028538603,1,1,8,582777.774356304,16
624.472050985727,21133.149292491,0,0,2,197749.3766939,14
635.249576892698,31484.7779522312,0,0,4,538554.698389553,16
595.74807684615,40632.4434821523,1,0,8,343268.666472752,19
745.037179655193,45507.1219641927,1,1,16,514662.333679507,19
768.463559724967,43183.7819013577,1,1,12,547603.76597068,22
662.413832900791,41738.1860636035,0,1,8,412690.887483169,19
725.760804939554,44709.0934713392,1,1,9,669466.863230997,19
741.610464179443,40037.9617885016,1,1,10,624180.739917748,23
733.533743137301,40805.6171915214,1,1,8,382557.419618522,19
662.929614802455,29234.2369146709,0,1,7,758291.053092048,20
633.415732758115,23698.6851044428,0,0,9,414602.229877683,18
598.648243539225,36507.1801132526,1,0,12,648015.807125502,17
728.87962788392,41040.6082732769,0,1,14,865040.425306794,19
668.070871151374,40903.775111344,1,1,7,608126.779626681,25
741.199753605662,40485.504120288,0,1,7,668618.175284976,17
560.436709539996,33718.6286582113,0,0,8,362345.315993452,18
615.396808094378,34839.0314636261,1,0,1,306224.741788992,15
524.57912513473,28279.0625400883,0,0,4,329390.620853397,10
485.310317345904,20386.1400380188,0,0,7,454849.658561729,17
649.443377078848,23321.8681391962,0,0,7,602538.674934385,17
643.287476069928,28336.194910664,0,0,12,499784.802528675,15
648.280249187897,26020.5380868831,0,0,6,298236.486082665,17
621.647498088444,25857.9021229387,0,0,3,138257.861755258,19
697.621695718785,44274.8455630722,1,1,10,771728.749517257,22
652.022147897182,28202.2356978588,0,1,4,50000,13
638.510232262739,38366.1459146625,0,0,5,700703.194304836,21
804.229976380541,52736.6855931116,1,1,8,900946.152343061,17
721.795186755574,42650.7798406276,1,1,9,397714.530112027,20
731.250945193256,43244.4152492782,0,1,16,776033.860756429,21
584.264758246823,28946.8014545995,0,0,4,343330.94099553,14
679.812803616174,34130.70956123,1,1,6,495901.41588072,18
668.38469332068,36184.5959947267,1,1,7,605768.013581898,21
626.95847330188,36875.1546552933,1,0,7,727305.94477707,20
698.238676308149,41935.1946941754,1,1,11,303866.559211159,20
610.216743908524,37780.3495693099,0,0,7,523405.348332485,17
732.370540288421,40639.9655078659,0,1,14,752847.502790005,18
671.063323689107,30269.8471187596,0,1,7,391352.289900104,20
709.856499378491,33622.7816399319,1,1,10,485190.576028414,17
632.637335661156,34894.4779948737,0,0,6,313699.399925054,15
597.361481530639,26776.1776848749,0,0,10,421517.883539463,18
683.077182026866,35246.3737519871,1,1,5,475630.701711588,17
642.002771290179,34042.7346449842,0,0,9,582397.227225877,22
634.360878099243,32996.2581407426,0,0,7,347501.511958773,16
789.748620988901,36590.7609540914,1,1,9,664181.258681886,15
567.197336066541,42974.8299388829,1,0,10,379523.298815019,15
707.677116866437,33093.242586553,0,1,6,364228.506267781,11
656.781705267513,41198.0556589922,1,1,10,708303.290734118,15
608.475423980461,19796.4960590277,0,0,2,132969.596235555,9
715.076305363941,47062.9360740816,1,1,7,378642.996493034,20
587.996221413,23244.8520443129,0,0,7,504407.014364821,14
582.828515630538,30343.0871025332,0,0,8,257981.107177107,13
561.863714474886,20731.8093291815,0,0,13,287019.017036927,17
543.523564932058,20176.8196472825,0,0,9,305424.390524291,9
620.301577439995,31801.5293234135,0,0,12,589982.300161723,22
683.436027894066,29012.2057823973,0,1,10,396504.527974955,18
641.019743792939,29959.5172655828,0,0,11,445565.469017732,16
688.21162649306,41105.9968067091,1,1,4,426461.956177685,20
653.265941862396,25719.2261605392,0,1,6,546005.466546285,14
688.284110063925,38864.6529697517,0,1,10,688978.485916213,24
637.413224565985,24596.5912066966,0,0,11,652864.966179085,16
597.97531376455,22998.515489526,0,0,1,493440.61294985,11
648.81492622172,33646.1195421292,0,0,9,497516.472547651,17
771.642547528028,50276.0953224793,1,1,8,593964.035969987,19
751.174928096103,41144.1673853426,1,1,12,528426.03302968,19
578.472019286887,26846.1440959571,1,0,2,224877.813244454,12
716.221494803104,40698.0503736618,0,1,12,742672.621880872,22
714.785678051943,35365.9557111186,1,1,11,437195.280599269,19
705.510061117323,32928.9395522088,0,1,13,546490.348556414,19
730.726195874487,44259.0609650563,1,1,12,632834.534043922,17
641.554009358504,37294.8331553017,0,0,8,697800.918992311,21
646.303932149623,21448.9376825903,0,0,5,566878.652326186,18
728.108933937597,47548.8415880945,1,1,13,587838.430170799,22
618.433855895841,31594.597738588,0,0,2,451858.127752463,15
693.034237729739,29795.3971044794,1,1,9,587568.175075444,18
699.185455220022,39385.1999253131,1,1,9,567200.576756291,17
641.233463915799,38012.925998913,1,0,17,536162.86710037,19
601.23736289156,33786.9799580695,0,0,7,466097.206066334,15
623.166533053109,25872.0555837109,0,0,9,454985.772463185,13
666.256738841959,23460.293330986,1,1,4,412819.496313749,17
565.191640353688,16921.8737113107,0,0,1,359093.790517508,10
653.099932654981,19824.1204445338,0,1,11,284465.73996792,13
756.462788952286,46873.4147063488,0,1,12,590918.924203243,22
706.402515505405,39216.6851274819,1,1,6,346116.274365446,25
550.357654592732,28204.3231757259,0,0,9,469175.45875332,18
509.077789144311,26579.4547070839,0,0,13,504094.913021919,17
750.544055248912,44685.3841522665,1,1,12,429686.342472899,19
644.152400508267,43291.5871709033,1,0,10,510660.889769368,15
651.511569473225,36656.1831812987,1,1,7,503803.258399496,18
679.761278729882,35379.3726957974,1,1,6,342077.38358053,15
678.070033453842,49345.4151102568,1,1,9,562439.160793575,22
630.966781937653,24526.2834606517,0,0,4,469125.273755335,17
624.262918274694,31267.253767791,0,0,7,228688.411730526,16
516.870930299325,37219.3293713041,0,0,7,942478.312504967,20
767.468467826782,50725.0046404109,1,1,11,672267.336409877,19
672.166736603809,39536.4082651311,1,1,9,824482.106045441,21
612.184559064961,30103.2610367114,0,0,6,339837.114744124,17
636.003311705956,28907.3949010144,0,0,8,531708.851840304,18
522.637306190507,22796.7809825198,0,0,6,245909.093728682,18
697.678268629966,37415.0709503377,1,1,8,314445.725369875,21
681.422465197637,31882.5755822879,1,1,9,329132.168618479,10
689.845597914295,37219.4841343434,1,1,1,512085.339615912,18
764.609925386957,48200.1252149319,1,1,10,701203.114306384,22
485.30634337771,26326.4721103509,0,0,2,60226.6641653793,13
586.234512322216,35744.9588124573,0,0,10,724536.318430626,18
622.919788269286,35368.3620023419,0,0,4,577302.731844389,13
582.170463017641,24697.18876183,0,0,6,312676.001864141,13
664.160110473255,28028.3584597003,0,1,6,621399.715219681,10
560.647951767631,27883.307309223,0,0,4,546811.185159748,16
639.864706325159,40847.0640669295,1,0,12,684654.584480593,21
668.20364790624,30685.3788160015,0,1,11,530004.324049619,16
642.91430544947,14707.3427927642,0,0,11,107747.356840073,17
672.061110575654,41705.1265542051,1,1,10,775214.013018995,21
689.281205554132,35888.8889293329,0,1,9,819389.278661447,20
754.222113480928,37282.7493402148,1,1,11,530209.00928098,16
642.10827546329,31832.8793625162,0,0,3,658088.741026979,15
664.930058198932,51861.3949154102,1,1,13,622557.45536818,22
608.733224259494,29700.2100767716,0,0,7,512032.851998429,12
630.845804844961,37172.3116501965,1,0,11,372802.438955338,17
685.061671017763,40411.3736612583,1,1,6,531835.663195117,20
677.056347733882,36639.6616614977,1,1,3,218313.940082611,12
515.10679646115,19328.0896027393,0,0,4,286123.878591925,14
701.597142343042,36924.7490594695,1,1,11,585829.460221569,13
610.808149089265,35293.7513288866,1,0,15,519799.086882,24
519.17480775852,24136.056309149,0,0,7,447644.459591622,7
684.339477386988,37895.0760631644,1,1,2,576373.673258743,14
679.732864281714,29920.7234103307,0,1,9,286242.88473299,22
653.458321026979,36186.5256914849,1,1,12,451013.870457436,18
606.928517437781,33981.687215714,1,0,5,263496.851252235,16
635.381216299748,29859.6058882246,0,0,8,646646.968186184,16
676.950563093265,36019.1993150431,1,1,11,391588.070815642,17
626.314105928293,25912.9524920652,0,0,5,212425.553650863,15
669.100728342503,33426.6675502689,1,1,9,362666.647455132,15
698.39168587721,46324.1854976771,1,1,15,714208.005036263,20
609.518354694234,32188.7447029309,0,0,7,480067.020743765,13
707.244348344854,31054.0831005539,1,1,6,411905.413955624,15
832.353681187562,43769.1378153472,1,1,17,674327.776917167,24
603.497609284818,31163.729229075,0,0,11,566111.212959361,18
548.65314484628,33466.6977676274,0,0,12,868171.681980934,20
686.521763570127,35302.3467756528,1,1,9,666106.551810606,20
632.498067044423,26976.2842113721,0,0,13,340090.864319958,13
686.955433935538,39374.5591156241,1,1,11,631646.648027958,18
594.105905875074,33337.5280897005,1,0,6,316018.201547681,18
568.500050200725,32025.9681032733,0,0,9,453240.741790988,16
548.794961236257,31171.0164660562,0,0,7,566928.081466627,17
729.348360210506,35240.3537683586,1,1,9,523399.064941505,23
578.06733399136,20193.5303805667,0,0,1,202771.202404286,11
517.514221680296,19969.9202684615,0,0,5,372541.179181415,12
693.93834231073,39550.2098005753,1,1,8,380518.519514917,17
722.591463379657,38272.0141473336,1,1,10,483993.413665055,17
636.535356164907,27617.8800891174,0,0,8,187864.986343077,13
816.432956341184,50451.0804148738,1,1,11,804122.128094943,21
722.484813047545,29312.9347608498,1,1,6,476668.67936774,18
599.260183130844,29481.1868249655,0,0,9,718902.698167663,15
664.142941181975,34878.9786719445,1,1,11,86102.8808267533,20
680.355006492015,44391.8449439604,1,1,2,678858.428012141,15
555.754385221123,27531.7976991395,0,0,4,571023.855443837,12
720.696221381754,35537.3748219059,1,1,2,493980.242287292,16
790.13740172391,42238.0526525569,1,1,12,496959.507582546,26
682.701039571881,35507.2007974216,1,1,5,439491.949723306,22
628.423916615786,31869.016405714,0,0,6,335695.804651304,16
657.180699113378,41755.8022447838,1,1,13,547243.343036275,16
715.717010799904,39074.2691048618,1,1,11,668988.511065133,18
639.661311116429,25692.8735641813,0,0,11,729118.326358529,16
631.782718918202,27188.2337227224,0,0,4,489097.446534246,14
571.607924966804,27345.6693542812,0,0,7,457313.112987162,12
722.702880156312,45380.173316375,1,1,8,762640.316316869,19
721.100780603589,45344.4908084086,1,1,10,536888.755024403,20
605.338883933604,33988.0202523596,0,0,6,721084.455393644,15
561.215956079767,24184.4536717444,0,0,6,513489.093172838,10
651.237791056471,42729.3717957097,1,1,14,603422.126145957,20
699.903354341118,38631.5165886121,1,1,8,231422.08517369,16
632.850186325869,27288.7285462748,0,0,3,503057.565322089,11
616.269528528756,35984.6844125191,0,0,6,656201.847951727,17
670.504668756125,34780.1912961542,1,1,7,447755.183092496,17
830.070065448107,56309.9917178915,1,1,12,710472.704542274,23
627.321965649973,30916.3090430808,0,0,3,569802.45613476,11
720.289432935366,33664.200781865,1,1,9,271810.636194939,19
534.586162400655,17204.1808628968,0,0,10,211757.13349023,13
526.118095511696,38071.54199938,0,0,11,520547.531357983,16
627.541441494969,28998.1305986721,0,0,9,376780.573218927,16
683.042323873379,36998.405345208,1,1,4,295202.828265313,17
706.797496692154,44146.1521909867,1,1,7,675284.178786532,17
615.812281458113,29258.6756448209,0,0,10,493795.139583238,14
635.496955831336,33188.6877356276,0,0,13,500192.121161241,19
632.171518976807,27796.8669259475,0,0,1,646834.943519503,15
585.675170725351,29359.3322183942,0,0,1,305010.094899909,16
755.281496339504,37807.927930158,1,1,13,583033.096273842,19
619.005696535673,28629.8357293064,0,0,7,646794.212512337,16
573.664386195505,28008.7418827377,1,0,9,383791.230829381,16
728.292706992412,45489.8018976166,1,1,12,778837.738531972,23
654.063753308866,41617.9548116907,1,1,7,680039.908529246,21
581.450175005886,34007.1147823642,0,0,5,193873.124212237,17
640.829897602283,36623.56871026,1,0,6,718122.615031233,26
541.592658676577,34409.5381604536,0,0,5,639361.832564006,19
661.303540030535,36884.4888224038,1,1,13,777793.007231059,16
587.035287463824,30620.8287078835,0,0,3,373625.498128497,12
562.090476293758,28925.0794903568,0,0,5,587162.732293935,10
620.911690295247,42650.5048878142,1,0,6,681287.110422046,14
679.623693820494,37040.1101425505,1,1,9,688424.21361262,16
679.674816160026,44818.0523669603,1,1,6,642045.844529516,16
730.82778477805,42733.4862379738,1,1,9,495785.192628385,16
561.044009050495,19670.9910036682,0,0,9,494156.113147681,12
610.319594111142,40012.8426251076,1,0,14,612616.287288748,22
619.334903016722,23807.9132432942,0,0,7,240410.744571678,8
590.654192561159,24970.0316532922,0,0,12,545550.809569785,13
589.048858975866,22802.4093627762,0,0,6,138632.216918122,15
605.317918919882,27096.1049628929,0,0,5,192189.221821323,12
630.050173034766,33153.2497197208,0,0,10,395693.819607317,17
532.947170286582,29193.1771833165,0,0,8,398746.023977477,20
614.898741945306,28240.457785719,1,0,12,436092.194849437,16
678.453853645188,38679.7593944651,1,1,7,587108.414723357,9
640.699976253218,33979.2607627001,0,0,3,358468.99276029,17
670.119447138476,40072.8776194533,1,1,5,501002.876174429,19
526.234969823604,34000.2155282691,1,0,8,448903.540961011,14
631.120181354698,31883.7108848932,0,0,13,524295.011402288,17
674.580522197313,38390.428920868,1,1,12,827171.968621148,14
682.937647206481,38112.1038483569,1,1,2,620224.25016633,18
563.498304619837,21402.2180029621,0,0,5,189856.73215948,14
527.34659537962,23875.3358192087,0,0,6,563137.373402477,18
728.456658067497,34912.2983867365,1,1,7,435184.889367337,21
714.815615165121,40772.4102954938,1,1,10,524676.325427124,20
737.371524561897,43971.5312818484,1,1,7,759517.655413721,15
651.67556403414,33582.9115773613,1,1,8,680200.290602027,13
555.725139742448,40853.9434355597,1,0,1,544547.771950249,17
680.775709796993,43173.4364877324,1,1,11,670230.219479402,22
552.871314628339,19855.6385815164,0,0,5,169167.584467157,18
598.232319056001,40230.5569095792,1,0,11,720407.43884563,17
585.795346480562,30951.2437759276,0,0,7,372134.754178697,14
673.482253787146,32827.3649764983,1,1,9,352041.661074554,16
544.727234548641,23513.7943217978,0,0,8,365660.249141579,13
581.555865337165,29681.6002704607,0,0,7,357047.024368986,14
610.095305635273,24065.490309764,0,0,5,486817.391752855,20
677.38869577918,43543.388434905,1,1,13,748353.872224208,28
842.877074595809,24427.514721449,0,1,8,218899.448519414,16
649.226116610634,39352.5086689733,1,0,9,438016.14107629,19
588.172915476965,37461.174627779,0,0,7,565126.710636765,15
666.360372486619,33442.9963274233,0,1,8,470628.1745177,20
606.03363151741,21645.9498760999,0,0,7,492354.11782395,15
685.959351677574,30756.5804304749,0,1,6,534794.854379856,16
590.352291598326,37961.2757520235,1,0,12,499020.754439412,18
717.808012019984,42636.6121267316,1,1,7,500855.65350392,20
660.618696883482,24426.4664650562,0,1,9,319950.194798623,23
607.520233380501,20588.0299386366,0,0,4,313676.088091801,14
568.01938764333,26247.4018814858,0,0,4,396565.288391146,14
608.652762416371,36178.2397432104,0,0,1,865931.405586939,20
703.141910707642,35314.2835564814,0,1,15,423224.994442227,17
630.223767318783,28373.4397598225,0,0,4,514712.426706256,14
668.622989988762,36829.5582120452,1,1,15,147807.639294882,17
601.196027674337,31772.8775037908,0,0,4,617364.101386275,18
615.050925019838,27587.7340183888,0,0,9,228606.947159427,13
736.511015258776,39097.392175232,1,1,10,584876.220047033,25
654.97951134012,29928.4372344851,0,1,2,465683.734699386,21
713.594618470743,29796.4167578132,0,1,3,602640.002128463,10
644.300749089331,28234.7501883755,0,0,7,333840.414178108,19
584.563288488968,22680.0338660916,0,0,5,50000,13
643.902236791728,46750.9174166259,0,0,11,495966.917332829,23
734.257471577309,38323.4179575411,0,1,11,449774.811795375,20
731.615381181041,43386.3108493547,1,1,16,559226.25146996,18
601.856353588149,33079.1573399973,0,0,3,585482.680214339,20
733.990914421027,43132.7584797746,1,1,12,759887.501758227,20
591.580634244853,23437.3542771266,0,0,11,386185.795293549,15
602.171337858532,26590.0466321393,0,0,8,208722.290601165,16
687.009088858662,37277.1248748512,1,1,7,325768.543105414,20
567.890782760411,42438.8566507344,0,0,10,351854.653642905,19
589.459460508653,33545.7573999384,0,0,7,544823.440113978,20
748.611495539361,49431.3970982486,1,1,7,876768.235353941,23
662.89829792469,28772.9853664588,1,1,3,427426.292093539,14
699.844227707737,39161.5347848032,1,1,9,587003.767594997,21
664.110428685104,31539.4204758215,1,1,5,410116.927524784,17
716.760714710168,33961.6523103805,1,1,6,622481.789590908,19
673.906652297732,35366.4284317312,1,1,9,491013.108417947,18
600.166358954809,30772.9680862256,0,0,8,558429.597371385,15
633.212840474341,23323.433778054,0,0,4,327812.641564821,12
694.041600391881,33146.0875614756,1,1,8,463876.387735111,17
710.149793309065,44055.5158591226,1,1,4,303611.546207179,15
660.907725642967,42126.6683255015,1,1,12,642723.650396117,18
558.65554152008,35367.7772011248,0,0,7,695312.907257193,20
623.647432766801,24961.9576235389,0,0,6,411049.980771062,15
592.87146752688,22139.487779007,0,0,5,349548.463963549,14
641.80884726359,27028.4944461654,0,0,4,451251.923497923,10
666.208808820727,39867.2010413307,1,1,5,556958.010981689,17
652.934562089261,48959.905657911,1,1,14,643169.09992924,25
608.332049265587,34623.545976894,0,0,7,662313.480394324,18
