"customer_id","invitation","daily_emails","revenue","tenure_months","past_purchase","engagement_score"
57,1,0,90.4156686475277,20.1336267244346,202.815522565109,68.2276043847732
58,0,0,171.773733874092,23.0819445999636,212.28623180522,37.0986102400316
59,0,1,129.873457200229,35.0590023223749,339.287293643198,21.0236207316851
60,1,1,130.827519921383,27.8640395898682,254.637285341588,37.6452912792285
61,1,1,185.332550977731,17.850729355923,206.861034917477,69.7073517350645
62,1,0,128.312758551244,25.3709633809173,185.788879290972,43.472997135527
63,1,0,182.474983770745,34.7676308577679,29.8737118033709,52.8829364506295
64,1,0,197.848906146282,30.3439423709142,145.382881791565,60.3608380212473
65,1,0,115.096737733999,6.51057041621256,163.011602035706,66.5329402981427
66,0,0,149.08943810585,1,114.062852923644,62.9765274024668
67,0,0,198.725627884124,28.550496623339,347.295857712643,10.4421701314392
68,1,1,265.744812035424,19.6229823224228,342.364366274006,74.0069776077584
69,1,0,219.363397525351,28.8605301657847,143.301927473473,58.6339640979796
70,0,0,227.768323080288,27.7650422846798,279.170246010742,55.7933239208859
71,0,1,154.455783932757,18.399821892607,273.765702386761,57.6303682688678
72,0,0,99.4091530547,28.4772719620716,242.29075030593,32.6272728525471
73,0,0,166.541124394275,30.92419523073,385.945129531689,65.255893731926
74,0,0,146.346126718801,35.5690864117124,65.9233145346553,69.6029509137488
75,0,0,276.720038983715,25.2001171852096,204.141391040777,73.3972869255525
76,1,0,246.65576521811,13.5065483986505,331.782642593577,43.4306259625291
77,0,0,156.388554433784,21.6155814182501,151.670500062514,78.5696900406278
78,0,0,130.036234981748,9.1555305050404,102.705911817191,45.4239105937851
79,1,1,217.01872526045,25.6502802649676,173.647454888189,48.1015245637897
80,0,0,206.590076927693,6.79913658632269,287.722968808954,65.5065194672427
81,1,0,222.457107524391,49.3806011947287,200.269520744022,17.5158010743975
82,0,0,123.426271078756,1.4645482873306,84.9658467714292,49.9910639781614
83,0,0,199.990471276425,22.535309029683,299.964840762883,60.3562740339264
84,1,0,221.87083004513,48.2901348913002,220.350646353606,44.8210805901423
85,1,0,167.318955668862,10.947043686528,291.18492271764,50.1922603514087
86,1,1,170.151082782003,13.8134446431283,122.852158693495,29.3273665336478
87,0,0,150.165444270895,1,276.69498412307,62.756545819121
88,0,0,131.226460801376,5.76633999372331,95.9353653283904,98.2640960366759
89,0,0,165.887891738659,11.4618340508511,244.388482108772,90.4921915514294
90,0,0,185.20930924003,4.96541509816161,249.386897854769,97.8003345925641
91,1,1,125.283961689902,28.5147565846032,39.6956112114302,17.5804493440901
92,0,0,275.060515395703,41.6704734232344,288.061280122059,58.4022277205872
93,0,0,138.53569731189,13.7446729434084,46.8830837493984,67.9512679133008
94,1,0,114.937829877271,10.4661618446277,96.2507659042482,51.2660014507384
95,1,0,141.759912099702,38.030650209869,326.630635584997,45.3400796728342
96,1,1,132.381626097201,6.35460836495634,195.854234477975,50.7182696517083
97,0,0,228.058322226658,28.1854095683617,275.133579907402,43.2578804756398
98,1,0,196.617252627691,33.2645306391174,215.960364336621,24.1755467442059
99,1,1,167.303354389278,48.6411049859583,0,39.981330157255
100,1,0,160.528083444374,29.61420106569,48.1353340303429,91.4599012405039
101,1,1,226.372482338604,14.0444520708729,92.6348513811371,67.1767012455459
102,0,0,173.27279675147,40.1583162148737,150.982422932813,45.7909572683385
103,0,0,229.505042431778,4.56144903974172,266.793056140706,61.287719294274
104,0,0,108.390968145856,30.553575708764,106.713988271372,52.1794575595742
105,1,0,184.177806191266,25.0930778167147,178.990359869041,45.3155289747315
106,1,0,114.501198980252,1,259.272772258551,34.6832080752607
107,1,0,150.326569991161,23.1840752199605,126.640347221322,50.5956207922204
108,1,0,237.976432364033,28.777839413393,388.690971744876,64.1432702591406
109,1,1,215.430306126405,24.1942538030585,195.893071188402,34.2933754159903
110,0,1,256.451970415987,42.5040766392209,386.843667871051,30.2942140769213
111,1,1,92.0232757482123,18.5871461074124,171.484897442481,47.8357089853918
112,1,1,212.326323407426,7.35277420701928,86.9338686598579,26.5315431361744
113,1,0,243.195518272599,20.6037938485058,402.18328888501,21.1745108679638
114,0,0,197.308634211752,26.0801343326921,343.264715630724,24.8417930938556
115,1,0,188.517443081852,1,321.750249186026,61.8074625827213
116,1,1,268.968599149239,19.4132141803788,449.393821460883,55.3563869747386
117,0,0,217.590447198394,31.6627198555809,279.00095517324,56.270406391483
118,0,0,180.517543827209,22.8758613508726,211.620385840942,82.966972103529
119,1,0,163.252607152975,31.1092885973692,242.001026683206,47.458988679882
120,1,0,183.545456670389,42.4459437820991,25.9179235196796,60.4287794665298
121,0,0,36.4790978066811,2.10260681208403,3.86705498722202,50.2199841167442
122,0,0,217.717192670757,41.0410358584574,243.244893887904,92.3291678942595
123,1,0,202.127431913347,32.6927085435657,149.757986507069,57.2298604499368
124,1,1,222.422906177906,40.6312871738493,279.949927822206,55.4896053431697
125,1,1,147.359473426197,32.0726435712641,134.428437545501,46.7977524459784
126,0,0,216.214253739658,25.0956023023934,410.243064784437,70.1087924345071
127,1,0,192.136516020285,46.8358832356996,186.345556165348,101.468395130039
128,1,0,121.89161932622,21.4960193777518,0,0
129,0,0,252.520302107968,1,407.004861291103,63.0056989872591
130,1,1,197.448008128316,24.6202530787659,252.702768076847,9.09257427947545
131,1,0,182.305994909754,1,224.719649729114,79.5943697772456
132,1,1,149.185262471209,40.7642212089806,143.803997141302,7.40102424778647
133,1,0,103.520783458952,6.75787134310703,281.45916218018,23.42378712687
134,1,0,132.698447264431,38.3945100098734,266.374316371501,56.0059368481804
135,1,0,230.739083009144,15.3371965998917,320.860244340432,44.4870408890943
136,1,0,220.163077963661,19.7302726406103,227.379975790305,62.801434275157
137,1,1,239.375944877497,41.8424701848453,191.938397761367,38.5775583464142
138,0,0,198.525799692853,29.7305923367476,239.847967827005,19.5392369186142
139,1,0,84.1018235488163,7.55730909985789,35.5584630695855,63.4973495857417
140,1,0,143.402085565562,21.8745725097262,233.08876776102,23.0502593410528
141,0,0,230.172741811954,20.0092906902643,175.659485458593,32.7224556563854
142,0,0,230.383963909492,13.3173722862039,435.444367137842,58.6543257554912
143,0,0,145.221899172045,31.6885968970792,178.296498138355,69.6135569354659
144,1,0,191.516809537711,55.6482177884841,249.549427528011,78.3436047705481
145,1,0,137.259748855032,10.7916172928502,106.931625841882,57.6764809444201
146,1,1,145.97642234213,21.5031565798436,90.4810474414829,46.4410515947464
147,0,0,135.179934251385,56.1135074053947,50.106149096891,66.4452595743966
148,1,0,148.059044648164,26.5129257662852,116.061978534232,73.6057481391256
149,0,0,154.441251557853,19.8632990484178,35.0539783871795,30.9726678973035
150,0,0,155.140062244796,23.9455915773193,228.869840058397,17.2601358352171
151,1,0,106.727128932886,3.97647340172069,168.330085606954,27.4097621422537
152,0,0,161.805546092087,22.2647029138893,97.5041517240544,66.7131975668836
153,1,1,206.483641350856,10.9824815017944,264.698915309938,72.2503237716647
154,0,1,218.202713092078,9.0442486998139,192.969687557125,96.7677146566779
155,1,0,59.5506771643341,26.6531299571428,0,16.074569206587
156,1,1,88.5985909760631,15.0821779382128,100.097089962985,83.3913501034256
157,0,0,102.855537347363,30.0781966335947,241.267228492629,26.4966463429394
158,0,0,134.556250151151,29.3606603741775,67.4027853263306,6.7963420298428
159,0,0,118.473685231418,28.4503256163573,242.242211930188,41.6090571709728
160,1,0,182.823564397703,25.5813866600284,258.390168588074,59.5490212729707
161,1,1,197.528597421735,30.2448245907841,89.4629332991858,59.6823745534219
162,1,1,143.281427478408,10.6634260086641,191.291525179356,73.144727543404
163,1,0,138.334323892902,8.62949254157049,292.705860816201,40.1747607202719
164,0,0,192.840609773024,14.5253530225598,241.589585131803,40.2288167671472
165,1,1,214.025708855334,37.6301562225547,384.310516898976,59.6462129505158
166,0,0,212.464076998359,23.5080582870597,274.678209717185,56.7545047264652
167,0,0,158.870948403527,22.0411742388155,238.52786478658,54.7379638050626
168,0,0,158.543249664589,21.3303668083728,133.622501265145,76.1483115472843
169,0,0,236.152286347723,25.2356177880703,256.909906690691,63.8200877662134
170,0,0,121.12814474304,30.2856917854891,0,78.2510826272377
171,1,1,224.82738445639,24.3868676585359,254.069788776298,38.747529077215
172,0,0,139.129146905823,35.7655531860106,189.888900249167,22.8118638133566
173,0,0,158.018833642641,39.1134462057281,209.789270646687,45.020740262994
174,0,0,203.542436784018,36.9027841620943,254.783771884147,71.4517110382497
175,0,0,183.512071923894,26.1171122447345,176.105472756521,26.9983768162239
176,0,0,129.145655246864,40.9672495899018,230.222268989128,46.305776149487
177,1,0,196.989480818743,25.9316599351328,226.092092727673,35.7323366983965
178,1,0,145.842619783467,26.6108109373908,111.304090408787,47.9921771011602
179,1,1,166.53872917229,25.5033399268409,130.907322712725,69.2426880170795
180,1,0,118.712359569772,32.7080894974384,132.333881933152,31.8898724103234
181,1,1,213.966413356331,16.4317194280561,212.623884153278,46.278191847956
182,1,0,179.562768082143,14.4059224013005,330.851225775269,48.391130149014
183,0,0,140.634007599113,43.5963231478486,199.950292977937,35.8196585849512
184,0,0,187.151193645339,7.71801452563171,248.086067089072,46.6537602142792
185,1,0,129.974525958613,39.4635651872387,104.906955108821,58.596201971335
186,1,0,156.910763977049,4.63370141258825,221.411293071858,71.7204692779185
187,1,0,186.272333826657,45.7291660358495,183.843206907462,82.8298258260577
188,1,1,214.030200454097,23.3085227988436,245.962290084485,51.7556204756734
189,0,0,163.340277071572,52.9807601187871,93.2768101975151,60.7109903111137
190,0,0,250.793209550425,28.0828813876689,250.918688114628,53.7637465614771
191,0,0,132.807537305369,16.7001994576662,178.623099879594,53.3180973256615
192,1,1,308.176067598117,34.513622156737,370.577467799435,60.1015681490547
193,0,0,213.934046937645,27.1702281020687,219.269275066126,32.9778437801211
194,0,0,170.336603581027,32.4888992033297,121.950239999373,21.9928481389532
195,0,0,141.977966541414,27.0226324942338,253.442226981561,13.89360960009
196,0,0,137.097344399465,40.6327250678254,171.495662265785,69.9781122008935
197,1,1,197.430310494092,35.4673715682832,95.0149250506832,51.7026225481782
198,0,0,225.611723553076,19.2315402993781,226.167154291738,35.9389912881875
199,1,0,235.404065065668,26.8479274899001,158.931417390246,67.0860555567996
200,1,1,203.290423501154,43.6949518714035,253.321835966867,81.686668199549
201,1,0,232.803776351326,26.3417645083881,286.750676051742,23.7724355836651
202,1,0,144.377313791229,38.939104449643,148.133025866041,43.4599298247418
203,1,1,180.612153825784,37.2791692721372,0,55.843103879177
204,0,0,154.600848894985,26.8885681541098,160.650957959346,50.3983088912125
205,0,0,119.942495888213,33.9347904527086,92.0261454995391,60.0835257360419
206,0,0,198.725594837706,17.4326123054801,191.443251517269,42.6795333536325
207,1,0,158.262005761572,23.417007565422,154.660289908305,63.1031846715044
208,0,0,178.447232514641,47.2268199578879,326.643052625163,30.6255717536406
209,0,0,195.183518308995,27.0431706091227,231.264397740589,56.4113030433099
210,0,0,206.695104874796,39.034676233939,222.09955707851,33.6577814454962
211,1,0,144.406876734539,18.9393291731823,207.071421165748,76.5765810444473
212,1,0,111.003357199546,1,55.9183362075701,44.4353284921843
213,0,0,264.477694257293,13.1701322727927,519.757120050338,79.0429971413598
214,0,0,102.929695793739,21.1468597662805,72.7435949287243,56.6758785760411
215,0,0,144.624593870233,9.38392820518104,171.781281003141,39.6328928693331
216,1,1,205.296367826143,34.1295049372096,169.515541714736,73.0887695650379
217,1,0,152.93046286364,23.8995237241679,182.941550340709,69.6430983055812
218,0,1,121.390125063223,12.4070584798273,101.801948974063,44.6107167664047
219,1,0,229.69909053763,36.9976709917292,218.2673883451,26.5428189756347
220,1,1,147.633939472382,20.0941518805786,242.253423096032,72.7949207825344
221,0,0,182.917363332302,10.0872664758768,162.776710249815,47.896202994518
222,0,0,97.7895924281009,22.679322070448,83.5787022376894,44.9457807492277
223,1,0,207.406006677247,25.8759277365064,368.623728943529,54.1731488337015
224,1,0,166.398475224299,52.5976499389817,138.800393297591,62.6142857871189
225,0,1,30.9828443385839,27.1842728721008,0,22.3747955715608
226,1,0,172.595821124938,19.606829350824,218.593160956754,32.9257308153876
227,0,0,195.347037484176,12.1174118913886,199.250943607573,59.1791504062812
228,0,0,86.5842407130732,25.9721002440943,0,37.1117383069126
229,0,0,214.571598081916,19.9950152401315,229.678161157067,73.1277479714568
230,0,0,116.909470047243,33.9353343103268,177.823856372495,32.9530823844123
231,0,0,267.29268880682,27.2311812579453,517.444522610537,70.5949109407921
232,0,0,207.176889454781,41.4627588134145,222.915318333473,67.2265355666956
233,0,0,180.982395195551,26.6696336509789,164.730925445235,54.3878316465037
234,0,0,200.507611199093,7.28742232050375,267.552340069947,50.3994970660144
235,1,1,207.53414578493,13.4631859295265,68.9028680106342,71.7772509717901
236,1,1,234.122545403027,23.7377504057865,314.904473037269,46.2083104684572
237,0,0,209.818535065015,31.2257309717472,385.267571248565,30.0990032094248
238,1,0,139.251681292264,53.3671058585839,212.011828315494,19.8191843829854
239,1,1,253.557588811641,31.9927062667295,304.489796899263,46.7724871330316
240,0,1,163.25115673494,31.0363417423613,159.959950636591,62.1657636527718
241,0,0,87.2190216909915,8.78329735979952,158.283949338973,50.4013843269523
242,1,0,143.086272000529,28.3026256794804,167.651765894962,35.9054150638534
243,0,0,210.293824181033,8.2363147972709,219.155065027463,58.6123149870343
244,0,0,162.526549196294,17.0326309454991,318.119258050953,0.0470164422848018
245,1,1,241.17649741461,34.3771862300439,252.555365703534,29.8449179285453
246,0,0,203.195943311564,35.4516944087339,247.818586840473,29.3113204149781
247,0,0,173.682590429765,19.0223826479352,225.067683733708,86.2994686043374
248,0,0,203.864035621881,17.2965810964203,238.856576056813,73.283484545851
249,0,0,193.482856820772,20.7566862107827,151.015824929091,58.2724437418042
250,1,1,207.363397438401,46.7174331197027,187.226092424286,70.3619742766746
251,0,0,219.062765587718,1,146.038942458048,61.9148027520318
252,0,0,193.436295550415,22.4126390083117,284.168318545793,72.9943577600452
253,0,0,101.171804535704,37.2694221998391,75.6414179785974,6.39491062937936
254,1,0,85.9109764908459,22.0443137727178,67.7201979384722,72.3910450468935
255,0,0,206.113937402978,9.828367044197,171.412599670458,91.6066262076633
256,1,1,189.96920488507,31.8100145900078,306.032915292347,69.0551174367411
257,0,0,216.764112492659,34.5279905767538,418.662232904935,44.6741686644039
258,1,1,169.524091064421,9.28465248642981,78.0508550732854,8.76755596126539
259,1,0,117.847816493389,20.2416829800041,127.332115556846,49.3612726314162
260,1,0,156.509602423188,31.9091018594766,38.5270731149726,47.9854740914688
261,1,0,193.918361297463,14.7093716229364,345.86927662356,50.9741363524763
262,0,0,184.834206018081,23.5012375458163,188.222148447184,45.7618845019392
263,0,1,269.819485519931,21.1145990071517,271.037115679257,12.4273079124359
264,1,0,161.026895378323,21.9362993313828,188.018710301073,47.1044037990039
265,1,1,153.22675539475,21.9369831678177,306.030897427087,58.37316218791
266,0,0,177.580833840689,39.4330596656643,408.306925172784,57.8147258101187
267,1,0,101.47657785147,37.19291466164,29.9100111207205,40.3763373794002
268,0,0,179.124899984469,29.6899579915619,254.180896590471,25.6122368852695
269,1,0,120.834965646875,21.456159468333,185.234983657623,54.3092849818164
270,1,0,155.642656385393,4.06203458628402,251.821524056806,36.3066408367759
271,0,0,142.077458620871,12.7885215873057,265.980211394165,48.3863184375359
272,1,0,176.827081464558,37.3487793939823,58.726915587547,71.6082359767406
273,0,0,152.540484399302,13.2105867571517,158.920196369442,33.3334881333066
274,0,0,213.466343282018,20.261629243609,207.324531444206,57.4385138647405
275,1,0,188.948010867047,37.102968256684,160.63195941696,33.5299668876353
276,0,0,182.447869006325,8.34536194891268,123.930732527418,75.4213305774279
277,0,0,186.427965112903,44.9202767420159,268.470909531243,51.0477471933623
278,0,0,146.558489172432,22.6635744031022,193.562922646061,45.5749648687231
279,0,0,170.5204361945,1,233.190082147841,14.6525543160767
280,0,0,150.138573239507,11.5969014128226,135.186893216298,45.8162542637406
281,0,0,140.475958337125,20.6229700281201,171.924394134854,35.4851499675432
282,0,0,300.705036933322,40.631711655008,349.295343687054,64.3351596163198
283,0,0,155.736001885709,36.8223952621113,128.427254688461,50.7598148841461
284,1,1,195.21283388885,32.5628340323747,217.41728656728,59.3695133259143
285,0,0,201.072785932362,28.8631792537638,277.29354336356,65.9661244613113
286,0,0,154.986130920627,22.8113737717874,302.608232906566,29.728738186708
287,0,0,204.787773668324,17.8879364389059,268.093179718652,25.3239203590271
288,0,0,209.322319328779,10.771533406909,272.919294777144,69.4617019751954
289,0,0,273.89910366079,36.1500612033187,278.417312324121,39.1765975500034
290,0,0,149.834446160622,25.3107930315947,18.4197139808486,80.9328209280249
291,1,0,217.569059544676,35.7607586603857,204.643261163821,24.0476464777884
292,1,0,245.859133262646,51.6705487215299,272.395981375354,77.6303503926755
293,0,0,160.967441715742,29.213774548882,143.050485158422,96.4316605607947
294,0,1,192.786503065749,22.1672184670239,70.7440183355472,111.399349845572
295,0,0,181.732820102895,36.1185638858504,273.425361497508,73.0200886069619
296,0,0,198.551627254127,18.6740627647557,295.025669149316,73.5052263217779
297,1,0,198.767940628313,29.2692414502582,222.657743685875,63.9061491061315
298,1,0,188.888051438748,46.7812221824082,86.3864807233988,48.155668359772
299,0,1,177.346120964515,16.6665418615108,160.889166411985,38.2816345291338
300,0,0,234.673928275694,12.7441806174286,381.435384836305,30.1414549060147
301,0,0,171.158350787369,11.1938296906304,400.138519749613,57.503900458393
302,0,0,179.665603453775,38.8758495198719,300.684119493822,79.7456032509077
303,0,0,206.700933955912,31.1677394655177,308.137788068119,32.0069690956514
304,0,0,185.238277300258,39.2641086478083,280.93174093806,51.7058769694573
305,1,0,132.216307158286,33.0131184365942,39.1774671091268,55.239295029282
306,1,0,156.794735443128,26.6772093312855,182.191560549859,53.4743739422254
307,0,0,177.799659412023,26.8838822781258,236.979419009151,45.061967395197
308,0,0,204.149953965295,24.9886480509434,260.83019665895,44.300647767657
309,0,0,178.245104866916,15.8080972511072,199.439862065677,14.9354986347966
310,0,0,83.2256644951236,25.5288043505239,13.9845733380411,67.2972843782004
311,0,0,116.609571582982,20.3507197445386,270.530967395959,77.4831258426239
312,1,0,210.69114909967,32.4356450948001,287.880269769584,59.996878724821
313,0,0,114.185946475536,11.2264963199539,174.315805311659,57.3947224045811
314,0,0,199.536410145596,10.3332713555609,132.615665472579,50.3835125819026
315,0,0,133.39113191654,42.7816242390609,41.4986124022507,18.5027855861262
316,1,0,182.58035572097,21.999141688092,146.376098521067,82.9580102659931
317,0,0,142.168679601659,39.6750313668099,0,36.0589167977345
318,1,0,224.960402225397,36.3733512753552,385.235979402517,52.0555546699711
319,1,0,86.4373098554895,14.348892699159,127.835745535101,41.4568199250206
320,1,1,177.677126504668,12.7501330358138,268.310536349434,69.5838002081583
321,0,0,223.869837050537,16.7756508414107,157.694981844933,71.7688029702746
322,0,0,133.255507168055,1,151.009272409456,52.5001078910344
323,0,0,131.176096433703,27.8681636531218,134.073822619976,32.9072640831804
324,0,0,110.502628780632,17.6721116049342,188.711268244197,43.6649559941282
325,1,0,81.660324909876,6.93761937745277,192.956204491961,34.0247240916554
326,1,0,161.479243764312,13.7561008568336,256.859984050178,61.6801892894887
327,0,0,114.182278858567,38.5677263340526,214.403891541523,43.6080562755601
328,1,0,147.767580370392,37.7508242527289,274.157339697649,41.5798833240023
329,1,0,166.521228146549,38.2622269150851,407.171237058294,64.5300235949037
330,1,0,106.033793316735,15.9337479942278,7.25512437343041,21.9127856760525
331,1,1,227.105299986317,42.5642172709218,354.189683856598,69.8825132882316
332,0,0,203.207074919828,13.5322683706422,314.986834891463,67.9478605332976
333,0,0,154.379639537079,31.8235424041039,113.296023058991,25.5836805604127
334,0,0,170.608708069557,21.8730303781108,402.227600515992,47.9686941562192
335,1,0,200.989882691442,41.040454112857,259.974160671052,94.2643880885526
336,0,0,151.842499571373,32.3435575742675,109.645844984781,92.4914039144837
337,1,1,222.169503478815,5.44757291122619,285.710871495265,61.1072429577308
338,0,0,129.243652745688,41.5229544768811,165.515854515195,53.764286410009
339,1,0,146.488625944975,19.912371002559,92.7817616481368,24.4522644736718
340,0,0,182.900595031903,15.6203837919723,113.323823918565,48.5862462189729
341,0,0,127.294484592298,19.949819909843,201.466819101198,65.209153107432
342,0,0,211.727939737165,9.4154265785055,404.572796780958,57.5412280224697
343,1,0,209.921412425769,18.114351286377,353.908501441726,35.8598863290975
344,0,0,230.365672886601,8.98013554071385,280.966084420209,53.3977927384572
345,0,0,197.208995420744,41.5060841034726,175.914031300899,52.3552110855306
346,0,0,219.536249612963,23.0879099529545,260.403548669412,97.3825766726601
347,1,0,151.1094571387,1,355.368034864849,68.1963139870316
348,0,0,182.833733823719,9.18565425627375,164.957695833745,29.3263896457659
349,1,1,250.082022336396,20.1752577670052,193.418296440552,96.7751236973082
350,1,0,221.33868776051,1,447.478401074915,86.0074151798188
351,0,0,79.6128372438733,1,209.577380919395,56.2567439642138
352,1,1,223.369718285751,3.52210845364205,0,31.992504720965
353,0,0,167.709313862748,35.8338958543651,160.174333485218,33.1299099528739
354,0,0,92.4697707517119,27.2152428188671,20.6885128490473,36.8604866474
355,1,1,220.155108730246,21.5131170511737,334.339269846885,58.7861802000285
356,0,0,162.810981761586,6.96093482529991,365.478380319017,38.3806705024194
357,1,0,189.402158045477,18.2616330177853,341.4086851468,44.6668189680935
358,1,0,177.804223260119,9.61390606311625,341.440069032433,44.2509460212231
359,0,0,168.717319685879,25.3377437608211,161.93240657635,50.0738677742737
360,0,0,130.86104324487,30.5438148734008,105.967978475611,39.5294433676721
361,1,0,162.060997633963,21.6534852505702,135.074166215713,51.3280900321259
362,1,0,126.739856405512,27.6618545741287,110.970770072321,36.165745461116
363,0,0,148.162159505785,36.8028821398663,162.168305446292,48.4142239592685
364,1,0,138.632952392546,24.3982721956493,105.877132836601,48.069612327395
365,1,1,180.530125147985,11.5730691127172,384.323871310553,41.8391251104293
366,1,0,210.857311655793,46.6693970858452,391.798531965996,30.5119412681864
367,1,1,232.976011487639,26.914217291724,125.24449430836,36.4014018736774
368,1,0,215.527182077506,18.1958879416131,219.076378720435,62.5701602631654
369,0,0,131.572618195992,22.2317121201162,176.53759087549,54.8003277622992
370,0,0,183.668088460565,26.9920749808509,56.7393511868134,57.901873434219
371,0,0,122.581124858201,22.2378156502753,102.832801711874,61.8446795651277
372,0,0,179.365697231319,15.6014321127915,167.545432748177,37.2341595715755
373,1,0,116.069774687763,31.8486882951571,217.8682898127,38.3018473288321
374,0,0,128.238451563092,22.8900613561071,49.9087063659665,50.9405639179168
375,1,0,141.785055089644,16.6030415880249,39.3323675571243,24.9899572591964
376,1,0,71.5054132363802,1.61959428021926,77.4622915269066,20.0560045251583
377,0,0,176.785399342401,17.3266114134701,231.968077888595,31.5531984302353
378,0,0,181.464717034935,28.4808033770747,56.8471066621477,47.792845456017
379,0,0,153.673888406803,31.7715375469648,216.0878737587,79.2341255031317
380,1,0,217.01558938458,8.7079162204654,291.913768084224,77.0002609763954
381,1,0,82.3939753129507,42.1358260605847,43.8705323220616,38.1703697500374
382,0,0,123.10529501896,11.178052096789,104.81042051071,30.2090241577763
383,0,0,106.415048285003,16.67858082859,317.619075736624,43.7920138759705
384,0,0,179.800504336242,26.1257922132613,270.384851044291,61.3555293203212
385,1,0,134.919168159041,29.0163246800958,222.369909618327,55.6557729711102
386,1,1,239.258054493099,23.7505419138396,325.068850217553,49.0931017459953
387,0,0,140.201416770969,16.8892153482099,185.641581677807,44.6419675794138
388,1,1,202.529955301015,3.01994879920446,260.284654082047,69.6608305483627
389,0,0,197.047771653995,11.3139812419462,450.228106418218,53.69931501533
390,0,0,157.614749734424,27.1750869476814,283.673138170023,60.4798775958108
391,1,1,180.098687349709,28.2380949567834,217.688328049379,71.4571975453545
